year,name,value,lastValue
2014.03,Ho Hey,59,59
2014.03,Smooth,58,58
2014.03,How To Save A Life,58,58
2014.04,Radioactive,82,82
2014.04,Sail,76,76
2014.04,I'm Yours,75,75
2014.04,Party Rock Anthem,66,66
2014.04,Rolling In The Deep,64,64
2014.04,Before He Cheats,64,64
2014.04,Somebody That I Used To Know,59,59
2014.04,Ho Hey,59,59
2014.04,Smooth,58,58
2014.04,How To Save A Life,58,58
2014.05,Radioactive,86,86
2014.05,Sail,76,76
2014.05,I'm Yours,75,75
2014.05,Party Rock Anthem,66,66
2014.05,Rolling In The Deep,64,64
2014.05,Before He Cheats,64,64
2014.05,Somebody That I Used To Know,59,59
2014.05,Ho Hey,59,59
2014.05,Smooth,58,58
2014.05,How To Save A Life,58,58
2014.06,Radioactive,86,86
2014.06,Sail,76,76
2014.06,I'm Yours,75,75
2014.06,Party Rock Anthem,66,66
2014.06,Rolling In The Deep,64,64
2014.06,Before He Cheats,64,64
2014.06,Ho Hey,59,59
2014.06,Smooth,58,58
2014.06,Demons,57,57
2014.06,Give Me Back My Hometown,20,20
2014.07,Radioactive,86,86
2014.07,Sail,76,76
2014.07,I'm Yours,75,75
2014.07,Party Rock Anthem,66,66
2014.07,Rolling In The Deep,64,64
2014.07,Before He Cheats,64,64
2014.07,Demons,61,61
2014.07,Ho Hey,59,59
2014.07,Smooth,58,58
2014.07,Counting Stars,53,53
2014.08,Radioactive,86,86
2014.08,Sail,76,76
2014.08,I'm Yours,75,75
2014.08,Party Rock Anthem,66,66
2014.08,Rolling In The Deep,64,64
2014.08,Before He Cheats,64,64
2014.08,Demons,61,61
2014.08,Ho Hey,59,59
2014.08,Smooth,58,58
2014.08,Counting Stars,57,57
2014.09,Radioactive,86,86
2014.09,Sail,76,76
2014.09,I'm Yours,75,75
2014.09,Party Rock Anthem,66,66
2014.09,Rolling In The Deep,64,64
2014.09,Before He Cheats,64,64
2014.09,Counting Stars,62,62
2014.09,Demons,61,61
2014.09,Ho Hey,59,59
2014.09,Smooth,58,58
2014.1,Radioactive,86,86
2014.1,Sail,76,76
2014.1,I'm Yours,75,75
2014.1,Party Rock Anthem,66,66
2014.1,Counting Stars,66,66
2014.1,Rolling In The Deep,64,64
2014.1,Before He Cheats,64,64
2014.1,Demons,61,61
2014.1,Ho Hey,59,59
2014.1,Smooth,58,58
2014.11,Radioactive,86,86
2014.11,Sail,76,76
2014.11,I'm Yours,75,75
2014.11,Party Rock Anthem,66,66
2014.11,Counting Stars,66,66
2014.11,Rolling In The Deep,64,64
2014.11,Before He Cheats,64,64
2014.11,Demons,61,61
2014.11,Ho Hey,59,59
2014.11,Smooth,58,58
2014.12,Radioactive,86,86
2014.12,Sail,76,76
2014.12,I'm Yours,75,75
2014.12,Party Rock Anthem,66,66
2014.12,Counting Stars,66,66
2014.12,Rolling In The Deep,64,64
2014.12,Before He Cheats,64,64
2014.12,Demons,61,61
2014.12,Ho Hey,59,59
2014.12,All Of Me,59,59
2015.01,Radioactive,86,86
2015.01,Sail,76,76
2015.01,I'm Yours,75,75
2015.01,Party Rock Anthem,66,66
2015.01,Counting Stars,66,66
2015.01,Rolling In The Deep,64,64
2015.01,Before He Cheats,64,64
2015.01,Demons,61,61
2015.01,Ho Hey,59,59
2015.01,All Of Me,59,59
2015.02,Radioactive,86,86
2015.02,Sail,76,76
2015.02,I'm Yours,75,75
2015.02,Party Rock Anthem,66,66
2015.02,Counting Stars,66,66
2015.02,Rolling In The Deep,64,64
2015.02,Before He Cheats,64,64
2015.02,Demons,61,61
2015.02,Ho Hey,59,59
2015.02,All Of Me,59,59
2015.03,Radioactive,86,86
2015.03,Sail,76,76
2015.03,I'm Yours,75,75
2015.03,Party Rock Anthem,66,66
2015.03,Counting Stars,66,66
2015.03,Rolling In The Deep,64,64
2015.03,Before He Cheats,64,64
2015.03,Demons,61,61
2015.03,Ho Hey,59,59
2015.03,All Of Me,59,59
2015.04,Radioactive,86,86
2015.04,Sail,76,76
2015.04,I'm Yours,75,75
2015.04,Party Rock Anthem,66,66
2015.04,Counting Stars,66,66
2015.04,Rolling In The Deep,64,64
2015.04,Before He Cheats,64,64
2015.04,Demons,61,61
2015.04,Ho Hey,59,59
2015.04,All Of Me,59,59
2015.05,Radioactive,86,86
2015.05,Sail,76,76
2015.05,I'm Yours,75,75
2015.05,Party Rock Anthem,66,66
2015.05,Counting Stars,66,66
2015.05,Rolling In The Deep,64,64
2015.05,Before He Cheats,64,64
2015.05,Demons,61,61
2015.05,Ho Hey,59,59
2015.05,All Of Me,59,59
2015.06,Radioactive,86,86
2015.06,Sail,76,76
2015.06,I'm Yours,75,75
2015.06,Party Rock Anthem,66,66
2015.06,Counting Stars,66,66
2015.06,Rolling In The Deep,64,64
2015.06,Before He Cheats,64,64
2015.06,Demons,61,61
2015.06,Ho Hey,59,59
2015.06,All Of Me,59,59
2015.07,Radioactive,86,86
2015.07,Sail,76,76
2015.07,I'm Yours,75,75
2015.07,Party Rock Anthem,66,66
2015.07,Counting Stars,66,66
2015.07,Rolling In The Deep,64,64
2015.07,Before He Cheats,64,64
2015.07,Demons,61,61
2015.07,Ho Hey,59,59
2015.07,All Of Me,59,59
2015.08,Radioactive,86,86
2015.08,Sail,76,76
2015.08,I'm Yours,75,75
2015.08,Party Rock Anthem,66,66
2015.08,Counting Stars,66,66
2015.08,Rolling In The Deep,64,64
2015.08,Before He Cheats,64,64
2015.08,Demons,61,61
2015.08,Ho Hey,59,59
2015.08,All Of Me,59,59
2015.09,Radioactive,86,86
2015.09,Sail,76,76
2015.09,I'm Yours,75,75
2015.09,Party Rock Anthem,66,66
2015.09,Counting Stars,66,66
2015.09,Rolling In The Deep,64,64
2015.09,Before He Cheats,64,64
2015.09,Demons,61,61
2015.09,Ho Hey,59,59
2015.09,All Of Me,59,59
2015.1,Radioactive,86,86
2015.1,Sail,76,76
2015.1,I'm Yours,75,75
2015.1,Party Rock Anthem,66,66
2015.1,Counting Stars,66,66
2015.1,Rolling In The Deep,64,64
2015.1,Before He Cheats,64,64
2015.1,Demons,61,61
2015.1,Ho Hey,59,59
2015.1,All Of Me,59,59
2015.11,Radioactive,86,86
2015.11,Sail,76,76
2015.11,I'm Yours,75,75
2015.11,Party Rock Anthem,66,66
2015.11,Counting Stars,66,66
2015.11,Rolling In The Deep,64,64
2015.11,Before He Cheats,64,64
2015.11,Demons,61,61
2015.11,Ho Hey,59,59
2015.11,All Of Me,59,59
2015.12,Radioactive,86,86
2015.12,Sail,76,76
2015.12,I'm Yours,75,75
2015.12,Party Rock Anthem,66,66
2015.12,Counting Stars,66,66
2015.12,Rolling In The Deep,64,64
2015.12,Before He Cheats,64,64
2015.12,Demons,61,61
2015.12,Ho Hey,59,59
2015.12,All Of Me,59,59
2016.01,Radioactive,86,86
2016.01,Sail,76,76
2016.01,I'm Yours,75,75
2016.01,Party Rock Anthem,66,66
2016.01,Counting Stars,66,66
2016.01,Rolling In The Deep,64,64
2016.01,Before He Cheats,64,64
2016.01,Demons,61,61
2016.01,Ho Hey,59,59
2016.01,All Of Me,59,59
2016.02,Radioactive,86,86
2016.02,Sail,76,76
2016.02,I'm Yours,75,75
2016.02,Party Rock Anthem,66,66
2016.02,Counting Stars,66,66
2016.02,Rolling In The Deep,64,64
2016.02,Before He Cheats,64,64
2016.02,Demons,61,61
2016.02,Ho Hey,59,59
2016.02,All Of Me,59,59
2016.03,Radioactive,86,86
2016.03,Sail,76,76
2016.03,I'm Yours,75,75
2016.03,Party Rock Anthem,66,66
2016.03,Counting Stars,66,66
2016.03,Rolling In The Deep,64,64
2016.03,Before He Cheats,64,64
2016.03,Demons,61,61
2016.03,Ho Hey,59,59
2016.03,All Of Me,59,59
2016.04,Radioactive,86,86
2016.04,Sail,76,76
2016.04,I'm Yours,75,75
2016.04,Party Rock Anthem,66,66
2016.04,Counting Stars,66,66
2016.04,Rolling In The Deep,64,64
2016.04,Before He Cheats,64,64
2016.04,Demons,61,61
2016.04,Ho Hey,59,59
2016.04,All Of Me,59,59
2016.05,Radioactive,86,86
2016.05,Sail,76,76
2016.05,I'm Yours,75,75
2016.05,Party Rock Anthem,66,66
2016.05,Counting Stars,66,66
2016.05,Rolling In The Deep,64,64
2016.05,Before He Cheats,64,64
2016.05,Demons,61,61
2016.05,Ho Hey,59,59
2016.05,All Of Me,59,59
2016.06,Radioactive,86,86
2016.06,Sail,76,76
2016.06,I'm Yours,75,75
2016.06,Party Rock Anthem,66,66
2016.06,Counting Stars,66,66
2016.06,Rolling In The Deep,64,64
2016.06,Before He Cheats,64,64
2016.06,Demons,61,61
2016.06,Ho Hey,59,59
2016.06,All Of Me,59,59
2016.07,Radioactive,86,86
2016.07,Sail,76,76
2016.07,I'm Yours,75,75
2016.07,Party Rock Anthem,66,66
2016.07,Counting Stars,66,66
2016.07,Rolling In The Deep,64,64
2016.07,Before He Cheats,64,64
2016.07,Demons,61,61
2016.07,Ho Hey,59,59
2016.07,All Of Me,59,59
2016.08,Radioactive,86,86
2016.08,Sail,76,76
2016.08,I'm Yours,75,75
2016.08,Party Rock Anthem,66,66
2016.08,Counting Stars,66,66
2016.08,Rolling In The Deep,64,64
2016.08,Before He Cheats,64,64
2016.08,Demons,61,61
2016.08,Ho Hey,59,59
2016.08,All Of Me,59,59
2016.09,Radioactive,86,86
2016.09,Sail,76,76
2016.09,I'm Yours,75,75
2016.09,Party Rock Anthem,66,66
2016.09,Counting Stars,66,66
2016.09,Rolling In The Deep,64,64
2016.09,Before He Cheats,64,64
2016.09,Demons,61,61
2016.09,Ho Hey,59,59
2016.09,All Of Me,59,59
2016.1,Radioactive,86,86
2016.1,Sail,76,76
2016.1,I'm Yours,75,75
2016.1,Party Rock Anthem,66,66
2016.1,Counting Stars,66,66
2016.1,Rolling In The Deep,64,64
2016.1,Before He Cheats,64,64
2016.1,Demons,61,61
2016.1,Ho Hey,59,59
2016.1,All Of Me,59,59
2016.11,Radioactive,86,86
2016.11,Sail,76,76
2016.11,I'm Yours,75,75
2016.11,Party Rock Anthem,66,66
2016.11,Counting Stars,66,66
2016.11,Rolling In The Deep,64,64
2016.11,Before He Cheats,64,64
2016.11,Demons,61,61
2016.11,Ho Hey,59,59
2016.11,All Of Me,59,59
2016.12,Radioactive,86,86
2016.12,Sail,76,76
2016.12,I'm Yours,75,75
2016.12,Party Rock Anthem,66,66
2016.12,Counting Stars,66,66
2016.12,Rolling In The Deep,64,64
2016.12,Before He Cheats,64,64
2016.12,Demons,61,61
2016.12,Ho Hey,59,59
2016.12,All Of Me,59,59
2017.01,Radioactive,86,86
2017.01,Sail,76,76
2017.01,I'm Yours,75,75
2017.01,Party Rock Anthem,66,66
2017.01,Counting Stars,66,66
2017.01,Rolling In The Deep,64,64
2017.01,Before He Cheats,64,64
2017.01,Demons,61,61
2017.01,Ho Hey,59,59
2017.01,All Of Me,59,59
2017.02,Radioactive,86,86
2017.02,Sail,76,76
2017.02,I'm Yours,75,75
2017.02,Party Rock Anthem,66,66
2017.02,Counting Stars,66,66
2017.02,Rolling In The Deep,64,64
2017.02,Before He Cheats,64,64
2017.02,Demons,61,61
2017.02,Ho Hey,59,59
2017.02,All Of Me,59,59
2017.03,Radioactive,86,86
2017.03,Sail,76,76
2017.03,I'm Yours,75,75
2017.03,Party Rock Anthem,66,66
2017.03,Counting Stars,66,66
2017.03,Rolling In The Deep,64,64
2017.03,Before He Cheats,64,64
2017.03,Demons,61,61
2017.03,Ho Hey,59,59
2017.03,All Of Me,59,59
2017.04,Radioactive,86,86
2017.04,Sail,76,76
2017.04,I'm Yours,75,75
2017.04,Party Rock Anthem,66,66
2017.04,Counting Stars,66,66
2017.04,Rolling In The Deep,64,64
2017.04,Before He Cheats,64,64
2017.04,Demons,61,61
2017.04,Ho Hey,59,59
2017.04,All Of Me,59,59
2017.05,Radioactive,86,86
2017.05,Sail,76,76
2017.05,I'm Yours,75,75
2017.05,Party Rock Anthem,66,66
2017.05,Counting Stars,66,66
2017.05,Rolling In The Deep,64,64
2017.05,Before He Cheats,64,64
2017.05,Demons,61,61
2017.05,Ho Hey,59,59
2017.05,All Of Me,59,59
2017.06,Radioactive,86,86
2017.06,Sail,76,76
2017.06,I'm Yours,75,75
2017.06,Party Rock Anthem,66,66
2017.06,Counting Stars,66,66
2017.06,Rolling In The Deep,64,64
2017.06,Before He Cheats,64,64
2017.06,Demons,61,61
2017.06,Ho Hey,59,59
2017.06,All Of Me,59,59
2017.07,Radioactive,86,86
2017.07,Sail,76,76
2017.07,I'm Yours,75,75
2017.07,Party Rock Anthem,66,66
2017.07,Counting Stars,66,66
2017.07,Rolling In The Deep,64,64
2017.07,Before He Cheats,64,64
2017.07,Demons,61,61
2017.07,Ho Hey,59,59
2017.07,All Of Me,59,59
2017.08,Radioactive,86,86
2017.08,Sail,76,76
2017.08,I'm Yours,75,75
2017.08,Party Rock Anthem,66,66
2017.08,Counting Stars,66,66
2017.08,Rolling In The Deep,64,64
2017.08,Before He Cheats,64,64
2017.08,Demons,61,61
2017.08,Ho Hey,59,59
2017.08,All Of Me,59,59
2017.09,Radioactive,86,86
2017.09,Sail,76,76
2017.09,I'm Yours,75,75
2017.09,Party Rock Anthem,66,66
2017.09,Counting Stars,66,66
2017.09,Rolling In The Deep,64,64
2017.09,Before He Cheats,64,64
2017.09,Demons,61,61
2017.09,Ho Hey,59,59
2017.09,All Of Me,59,59
2017.1,Radioactive,86,86
2017.1,Sail,76,76
2017.1,I'm Yours,75,75
2017.1,Party Rock Anthem,66,66
2017.1,Counting Stars,66,66
2017.1,Rolling In The Deep,64,64
2017.1,Before He Cheats,64,64
2017.1,Demons,61,61
2017.1,Ho Hey,59,59
2017.1,All Of Me,59,59
2017.11,Radioactive,86,86
2017.11,Sail,76,76
2017.11,I'm Yours,75,75
2017.11,Party Rock Anthem,66,66
2017.11,Counting Stars,66,66
2017.11,Rolling In The Deep,64,64
2017.11,Before He Cheats,64,64
2017.11,Demons,61,61
2017.11,Ho Hey,59,59
2017.11,All Of Me,59,59
2017.12,Radioactive,86,86
2017.12,Sail,76,76
2017.12,I'm Yours,75,75
2017.12,Party Rock Anthem,66,66
2017.12,Counting Stars,66,66
2017.12,Rolling In The Deep,64,64
2017.12,Before He Cheats,64,64
2017.12,Demons,61,61
2017.12,Ho Hey,59,59
2017.12,All Of Me,59,59
2018.01,Radioactive,86,86
2018.01,Sail,76,76
2018.01,I'm Yours,75,75
2018.01,Party Rock Anthem,66,66
2018.01,Counting Stars,66,66
2018.01,Rolling In The Deep,64,64
2018.01,Before He Cheats,64,64
2018.01,Demons,61,61
2018.01,Ho Hey,59,59
2018.01,All Of Me,59,59
2018.02,Radioactive,86,86
2018.02,Sail,76,76
2018.02,I'm Yours,75,75
2018.02,Party Rock Anthem,66,66
2018.02,Counting Stars,66,66
2018.02,Rolling In The Deep,64,64
2018.02,Before He Cheats,64,64
2018.02,Demons,61,61
2018.02,Ho Hey,59,59
2018.02,All Of Me,59,59
2018.03,Radioactive,86,86
2018.03,Sail,76,76
2018.03,I'm Yours,75,75
2018.03,Party Rock Anthem,66,66
2018.03,Counting Stars,66,66
2018.03,Rolling In The Deep,64,64
2018.03,Before He Cheats,64,64
2018.03,Demons,61,61
2018.03,Ho Hey,59,59
2018.03,All Of Me,59,59
2018.04,Radioactive,86,86
2018.04,Sail,76,76
2018.04,I'm Yours,75,75
2018.04,Party Rock Anthem,66,66
2018.04,Counting Stars,66,66
2018.04,Rolling In The Deep,64,64
2018.04,Before He Cheats,64,64
2018.04,Demons,61,61
2018.04,Ho Hey,59,59
2018.04,All Of Me,59,59
2018.05,Radioactive,86,86
2018.05,Sail,76,76
2018.05,I'm Yours,75,75
2018.05,Party Rock Anthem,66,66
2018.05,Counting Stars,66,66
2018.05,Rolling In The Deep,64,64
2018.05,Before He Cheats,64,64
2018.05,Demons,61,61
2018.05,Ho Hey,59,59
2018.05,All Of Me,59,59
2018.06,Radioactive,86,86
2018.06,Sail,76,76
2018.06,I'm Yours,75,75
2018.06,Party Rock Anthem,66,66
2018.06,Counting Stars,66,66
2018.06,Rolling In The Deep,64,64
2018.06,Before He Cheats,64,64
2018.06,Demons,61,61
2018.06,Ho Hey,59,59
2018.06,All Of Me,59,59
2018.07,Radioactive,86,86
2018.07,Sail,76,76
2018.07,I'm Yours,75,75
2018.07,Party Rock Anthem,66,66
2018.07,Counting Stars,66,66
2018.07,Rolling In The Deep,64,64
2018.07,Before He Cheats,64,64
2018.07,Demons,61,61
2018.07,Ho Hey,59,59
2018.07,All Of Me,59,59
2018.08,Radioactive,86,86
2018.08,Sail,76,76
2018.08,I'm Yours,75,75
2018.08,Party Rock Anthem,66,66
2018.08,Counting Stars,66,66
2018.08,Rolling In The Deep,64,64
2018.08,Before He Cheats,64,64
2018.08,Demons,61,61
2018.08,Ho Hey,59,59
2018.08,All Of Me,59,59
2018.09,Radioactive,86,86
2018.09,Sail,76,76
2018.09,I'm Yours,75,75
2018.09,Party Rock Anthem,66,66
2018.09,Counting Stars,66,66
2018.09,Rolling In The Deep,64,64
2018.09,Before He Cheats,64,64
2018.09,Demons,61,61
2018.09,Ho Hey,59,59
2018.09,All Of Me,59,59
2018.1,Radioactive,86,86
2018.1,Sail,76,76
2018.1,I'm Yours,75,75
2018.1,Party Rock Anthem,66,66
2018.1,Counting Stars,66,66
2018.1,Rolling In The Deep,64,64
2018.1,Before He Cheats,64,64
2018.1,Demons,61,61
2018.1,Ho Hey,59,59
2018.1,All Of Me,59,59
2018.11,Radioactive,86,86
2018.11,Sail,76,76
2018.11,I'm Yours,75,75
2018.11,Party Rock Anthem,66,66
2018.11,Counting Stars,66,66
2018.11,Rolling In The Deep,64,64
2018.11,Before He Cheats,64,64
2018.11,Demons,61,61
2018.11,Ho Hey,59,59
2018.11,All Of Me,59,59
2018.12,Radioactive,86,86
2018.12,Sail,76,76
2018.12,I'm Yours,75,75
2018.12,Party Rock Anthem,66,66
2018.12,Counting Stars,66,66
2018.12,Rolling In The Deep,64,64
2018.12,Before He Cheats,64,64
2018.12,Demons,61,61
2018.12,Ho Hey,59,59
2018.12,All Of Me,59,59
2019.01,Radioactive,86,86
2019.01,Sail,76,76
2019.01,I'm Yours,75,75
2019.01,Party Rock Anthem,66,66
2019.01,Counting Stars,66,66
2019.01,Rolling In The Deep,64,64
2019.01,Before He Cheats,64,64
2019.01,Demons,61,61
2019.01,Ho Hey,59,59
2019.01,All Of Me,59,59
2019.02,Radioactive,86,86
2019.02,Sail,76,76
2019.02,I'm Yours,75,75
2019.02,Party Rock Anthem,66,66
2019.02,Counting Stars,66,66
2019.02,Rolling In The Deep,64,64
2019.02,Before He Cheats,64,64
2019.02,Demons,61,61
2019.02,Ho Hey,59,59
2019.02,All Of Me,59,59
2019.03,Radioactive,86,86
2019.03,Sail,76,76
2019.03,I'm Yours,75,75
2019.03,Party Rock Anthem,66,66
2019.03,Counting Stars,66,66
2019.03,Rolling In The Deep,64,64
2019.03,Before He Cheats,64,64
2019.03,Demons,61,61
2019.03,Ho Hey,59,59
2019.03,All Of Me,59,59
2019.04,Radioactive,86,86
2019.04,Sail,76,76
2019.04,I'm Yours,75,75
2019.04,Party Rock Anthem,66,66
2019.04,Counting Stars,66,66
2019.04,Rolling In The Deep,64,64
2019.04,Before He Cheats,64,64
2019.04,Demons,61,61
2019.04,Ho Hey,59,59
2019.04,All Of Me,59,59
2019.05,Radioactive,86,86
2019.05,Sail,76,76
2019.05,I'm Yours,75,75
2019.05,Party Rock Anthem,66,66
2019.05,Counting Stars,66,66
2019.05,Rolling In The Deep,64,64
2019.05,Before He Cheats,64,64
2019.05,Demons,61,61
2019.05,Ho Hey,59,59
2019.05,All Of Me,59,59
2019.06,Radioactive,86,86
2019.06,Sail,76,76
2019.06,I'm Yours,75,75
2019.06,Party Rock Anthem,66,66
2019.06,Counting Stars,66,66
2019.06,Rolling In The Deep,64,64
2019.06,Before He Cheats,64,64
2019.06,Demons,61,61
2019.06,Ho Hey,59,59
2019.06,All Of Me,59,59
2019.07,Radioactive,86,86
2019.07,Sail,76,76
2019.07,I'm Yours,75,75
2019.07,Party Rock Anthem,66,66
2019.07,Counting Stars,66,66
2019.07,Rolling In The Deep,64,64
2019.07,Before He Cheats,64,64
2019.07,Demons,61,61
2019.07,Ho Hey,59,59
2019.07,All Of Me,59,59
2019.08,Radioactive,86,86
2019.08,Sail,76,76
2019.08,I'm Yours,75,75
2019.08,Party Rock Anthem,66,66
2019.08,Counting Stars,66,66
2019.08,Rolling In The Deep,64,64
2019.08,Before He Cheats,64,64
2019.08,Demons,61,61
2019.08,Ho Hey,59,59
2019.08,All Of Me,59,59
2019.09,Radioactive,86,86
2019.09,Sail,76,76
2019.09,I'm Yours,75,75
2019.09,Party Rock Anthem,66,66
2019.09,Counting Stars,66,66
2019.09,Rolling In The Deep,64,64
2019.09,Before He Cheats,64,64
2019.09,Demons,61,61
2019.09,Ho Hey,59,59
2019.09,All Of Me,59,59
2019.1,Radioactive,86,86
2019.1,Sail,76,76
2019.1,I'm Yours,75,75
2019.1,Party Rock Anthem,66,66
2019.1,Counting Stars,66,66
2019.1,Rolling In The Deep,64,64
2019.1,Before He Cheats,64,64
2019.1,Demons,61,61
2019.1,Ho Hey,59,59
2019.1,All Of Me,59,59
2019.11,Radioactive,86,86
2019.11,Sail,76,76
2019.11,I'm Yours,75,75
2019.11,Party Rock Anthem,66,66
2019.11,Counting Stars,66,66
2019.11,Rolling In The Deep,64,64
2019.11,Before He Cheats,64,64
2019.11,Demons,61,61
2019.11,Ho Hey,59,59
2019.11,All Of Me,59,59
2019.12,Radioactive,86,86
2019.12,Sail,76,76
2019.12,I'm Yours,75,75
2019.12,Party Rock Anthem,66,66
2019.12,Counting Stars,66,66
2019.12,Rolling In The Deep,64,64
2019.12,Before He Cheats,64,64
2019.12,Demons,61,61
2019.12,Ho Hey,59,59
2019.12,All Of Me,59,59
2020.01,Radioactive,86,86
2020.01,Sail,76,76
2020.01,I'm Yours,75,75
2020.01,Party Rock Anthem,66,66
2020.01,Counting Stars,66,66
2020.01,Rolling In The Deep,64,64
2020.01,Before He Cheats,64,64
2020.01,Demons,61,61
2020.01,Ho Hey,59,59
2020.01,All Of Me,59,59
2020.02,Radioactive,86,86
2020.02,Sail,76,76
2020.02,I'm Yours,75,75
2020.02,Party Rock Anthem,66,66
2020.02,Counting Stars,66,66
2020.02,Rolling In The Deep,64,64
2020.02,Before He Cheats,64,64
2020.02,Demons,61,61
2020.02,Ho Hey,59,59
2020.02,All Of Me,59,59
2020.03,Radioactive,86,86
2020.03,Sail,76,76
2020.03,I'm Yours,75,75
2020.03,Party Rock Anthem,66,66
2020.03,Counting Stars,66,66
2020.03,Rolling In The Deep,64,64
2020.03,Before He Cheats,64,64
2020.03,Demons,61,61
2020.03,Ho Hey,59,59
2020.03,All Of Me,59,59
2020.04,Radioactive,86,86
2020.04,Sail,76,76
2020.04,I'm Yours,75,75
2020.04,Party Rock Anthem,66,66
2020.04,Counting Stars,66,66
2020.04,Rolling In The Deep,64,64
2020.04,Before He Cheats,64,64
2020.04,Demons,61,61
2020.04,Ho Hey,59,59
2020.04,All Of Me,59,59
2020.05,Radioactive,86,86
2020.05,Sail,76,76
2020.05,I'm Yours,75,75
2020.05,Party Rock Anthem,66,66
2020.05,Counting Stars,66,66
2020.05,Rolling In The Deep,64,64
2020.05,Before He Cheats,64,64
2020.05,Ho Hey,59,59
2020.05,All Of Me,59,59
2020.05,Someone You Loved,50,50
2020.06,Radioactive,86,86
2020.06,Sail,76,76
2020.06,I'm Yours,75,75
2020.06,Party Rock Anthem,66,66
2020.06,Counting Stars,66,66
2020.06,Rolling In The Deep,64,64
2020.06,Before He Cheats,64,64
2020.06,Ho Hey,59,59
2020.06,All Of Me,59,59
2020.06,Someone You Loved,50,50
2020.07,Radioactive,86,86
2020.07,Sail,76,76
2020.07,I'm Yours,75,75
2020.07,Party Rock Anthem,66,66
2020.07,Counting Stars,66,66
2020.07,Rolling In The Deep,64,64
2020.07,Before He Cheats,64,64
2020.07,Ho Hey,59,59
2020.07,All Of Me,59,59
2020.07,Someone You Loved,50,50
2020.08,Radioactive,86,86
2020.08,Sail,76,76
2020.08,I'm Yours,75,75
2020.08,Party Rock Anthem,66,66
2020.08,Counting Stars,66,66
2020.08,Rolling In The Deep,64,64
2020.08,Before He Cheats,64,64
2020.08,Ho Hey,59,59
2020.08,All Of Me,59,59
2020.08,Circles,47,47
2020.09,Radioactive,86,86
2020.09,Sail,76,76
2020.09,I'm Yours,75,75
2020.09,Party Rock Anthem,66,66
2020.09,Counting Stars,66,66
2020.09,Rolling In The Deep,64,64
2020.09,Before He Cheats,64,64
2020.09,Ho Hey,59,59
2020.09,All Of Me,59,59
2020.09,Circles,52,52
2020.1,Radioactive,86,86
2020.1,Sail,76,76
2020.1,I'm Yours,75,75
2020.1,Party Rock Anthem,66,66
2020.1,Counting Stars,66,66
2020.1,Rolling In The Deep,64,64
2020.1,Before He Cheats,64,64
2020.1,Ho Hey,59,59
2020.1,All Of Me,59,59
2020.1,Circles,56,56
2020.11,Radioactive,86,86
2020.11,Sail,76,76
2020.11,I'm Yours,75,75
2020.11,Party Rock Anthem,66,66
2020.11,Counting Stars,66,66
2020.11,Rolling In The Deep,64,64
2020.11,Before He Cheats,64,64
2020.11,Circles,61,61
2020.11,Ho Hey,59,59
2020.11,All Of Me,59,59
2020.12,Radioactive,86,86
2020.12,Sail,76,76
2020.12,I'm Yours,75,75
2020.12,Party Rock Anthem,66,66
2020.12,Counting Stars,66,66
2020.12,Rolling In The Deep,64,64
2020.12,Before He Cheats,64,64
2020.12,Ho Hey,59,59
2020.12,All Of Me,59,59
2020.12,Popstar,19,19
2021.01,Radioactive,86,86
2021.01,Sail,76,76
2021.01,I'm Yours,75,75
2021.01,Party Rock Anthem,66,66
2021.01,Counting Stars,66,66
2021.01,Rolling In The Deep,64,64
2021.01,Before He Cheats,64,64
2021.01,Ho Hey,59,59
2021.01,All Of Me,59,59
2021.01,Blinding Lights,56,56
2021.02,Radioactive,86,86
2021.02,Sail,76,76
2021.02,I'm Yours,75,75
2021.02,Party Rock Anthem,66,66
2021.02,Counting Stars,66,66
2021.02,Rolling In The Deep,64,64
2021.02,Before He Cheats,64,64
2021.02,Blinding Lights,60,60
2021.02,Ho Hey,59,59
2021.02,I Hope,57,57
2021.03,Radioactive,86,86
2021.03,Sail,76,76
2021.03,I'm Yours,75,75
2021.03,Party Rock Anthem,66,66
2021.03,Counting Stars,66,66
2021.03,Rolling In The Deep,64,64
2021.03,Blinding Lights,64,64
2021.03,Before He Cheats,64,64
2021.03,I Hope,61,61
2021.03,Ho Hey,59,59
2021.04,Radioactive,86,86
2021.04,Sail,76,76
2021.04,I'm Yours,75,75
2021.04,Blinding Lights,68,68
2021.04,Party Rock Anthem,66,66
2021.04,Counting Stars,66,66
2021.04,Rolling In The Deep,64,64
2021.04,Before He Cheats,64,64
2021.04,I Hope,61,61
2021.04,Ho Hey,59,59
2021.05,Radioactive,86,86
2021.05,Sail,76,76
2021.05,I'm Yours,75,75
2021.05,Blinding Lights,72,72
2021.05,Party Rock Anthem,66,66
2021.05,Counting Stars,66,66
2021.05,Rolling In The Deep,64,64
2021.05,Before He Cheats,64,64
2021.05,I Hope,61,61
2021.05,Ho Hey,59,59
2021.06,Radioactive,86,86
2021.06,Blinding Lights,77,77
2021.06,Sail,76,76
2021.06,I'm Yours,75,75
2021.06,Party Rock Anthem,66,66
2021.06,Counting Stars,66,66
2021.06,Rolling In The Deep,64,64
2021.06,Before He Cheats,64,64
2021.06,I Hope,61,61
2021.06,Ho Hey,59,59
2021.07,Radioactive,86,86
2021.07,Blinding Lights,81,81
2021.07,Sail,76,76
2021.07,I'm Yours,75,75
