year,name,value,lastValue
2004.05,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.05,KRYPTONITE - 3 Doors Down,53,53
2004.05,BREATHE - Faith Hill,53,53
2004.05,AMAZED - Lonestar,53,53
2004.05,HANGING BY A MOMENT - Lifehouse,52,52
2004.05,UNWELL - matchbox twenty,51,51
2004.05,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.05,I HOPE YOU DANCE - Lee Ann Womack,48,48
2004.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2004.06,HIGHER - Creed,57,57
2004.06,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.06,KRYPTONITE - 3 Doors Down,53,53
2004.06,BREATHE - Faith Hill,53,53
2004.06,AMAZED - Lonestar,53,53
2004.06,HANGING BY A MOMENT - Lifehouse,52,52
2004.06,UNWELL - matchbox twenty,51,51
2004.06,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.06,I HOPE YOU DANCE - Lee Ann Womack,48,48
2004.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2004.07,HIGHER - Creed,57,57
2004.07,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.07,KRYPTONITE - 3 Doors Down,53,53
2004.07,BREATHE - Faith Hill,53,53
2004.07,AMAZED - Lonestar,53,53
2004.07,HANGING BY A MOMENT - Lifehouse,52,52
2004.07,UNWELL - matchbox twenty,51,51
2004.07,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.07,SOMEDAY - Nickelback,46,46
2004.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2004.08,HIGHER - Creed,57,57
2004.08,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.08,KRYPTONITE - 3 Doors Down,53,53
2004.08,BREATHE - Faith Hill,53,53
2004.08,AMAZED - Lonestar,53,53
2004.08,HANGING BY A MOMENT - Lifehouse,52,52
2004.08,UNWELL - matchbox twenty,51,51
2004.08,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.08,HERE WITHOUT YOU - 3 Doors Down,50,50
2004.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2004.09,HIGHER - Creed,57,57
2004.09,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.09,KRYPTONITE - 3 Doors Down,53,53
2004.09,BREATHE - Faith Hill,53,53
2004.09,AMAZED - Lonestar,53,53
2004.09,HANGING BY A MOMENT - Lifehouse,52,52
2004.09,UNWELL - matchbox twenty,51,51
2004.09,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.09,HERE WITHOUT YOU - 3 Doors Down,50,50
2004.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2004.1,HIGHER - Creed,57,57
2004.1,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.1,KRYPTONITE - 3 Doors Down,53,53
2004.1,BREATHE - Faith Hill,53,53
2004.1,AMAZED - Lonestar,53,53
2004.1,HANGING BY A MOMENT - Lifehouse,52,52
2004.1,UNWELL - matchbox twenty,51,51
2004.1,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.1,HERE WITHOUT YOU - 3 Doors Down,50,50
2004.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2004.11,HIGHER - Creed,57,57
2004.11,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.11,KRYPTONITE - 3 Doors Down,53,53
2004.11,BREATHE - Faith Hill,53,53
2004.11,AMAZED - Lonestar,53,53
2004.11,HANGING BY A MOMENT - Lifehouse,52,52
2004.11,UNWELL - matchbox twenty,51,51
2004.11,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.11,HERE WITHOUT YOU - 3 Doors Down,50,50
2004.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2004.12,HIGHER - Creed,57,57
2004.12,THE WAY YOU LOVE ME - Faith Hill,53,53
2004.12,KRYPTONITE - 3 Doors Down,53,53
2004.12,BREATHE - Faith Hill,53,53
2004.12,AMAZED - Lonestar,53,53
2004.12,HANGING BY A MOMENT - Lifehouse,52,52
2004.12,UNWELL - matchbox twenty,51,51
2004.12,DROPS OF JUPITER (TELL ME) - Train,51,51
2004.12,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.01,HIGHER - Creed,57,57
2005.01,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.01,KRYPTONITE - 3 Doors Down,53,53
2005.01,BREATHE - Faith Hill,53,53
2005.01,AMAZED - Lonestar,53,53
2005.01,HANGING BY A MOMENT - Lifehouse,52,52
2005.01,UNWELL - matchbox twenty,51,51
2005.01,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.01,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.02,HIGHER - Creed,57,57
2005.02,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.02,KRYPTONITE - 3 Doors Down,53,53
2005.02,BREATHE - Faith Hill,53,53
2005.02,AMAZED - Lonestar,53,53
2005.02,HANGING BY A MOMENT - Lifehouse,52,52
2005.02,UNWELL - matchbox twenty,51,51
2005.02,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.02,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.03,HIGHER - Creed,57,57
2005.03,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.03,KRYPTONITE - 3 Doors Down,53,53
2005.03,BREATHE - Faith Hill,53,53
2005.03,AMAZED - Lonestar,53,53
2005.03,HANGING BY A MOMENT - Lifehouse,52,52
2005.03,UNWELL - matchbox twenty,51,51
2005.03,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.03,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.04,HIGHER - Creed,57,57
2005.04,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.04,KRYPTONITE - 3 Doors Down,53,53
2005.04,BREATHE - Faith Hill,53,53
2005.04,AMAZED - Lonestar,53,53
2005.04,HANGING BY A MOMENT - Lifehouse,52,52
2005.04,UNWELL - matchbox twenty,51,51
2005.04,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.04,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.05,HIGHER - Creed,57,57
2005.05,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.05,KRYPTONITE - 3 Doors Down,53,53
2005.05,BREATHE - Faith Hill,53,53
2005.05,AMAZED - Lonestar,53,53
2005.05,HANGING BY A MOMENT - Lifehouse,52,52
2005.05,UNWELL - matchbox twenty,51,51
2005.05,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.05,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.06,HIGHER - Creed,57,57
2005.06,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.06,KRYPTONITE - 3 Doors Down,53,53
2005.06,BREATHE - Faith Hill,53,53
2005.06,AMAZED - Lonestar,53,53
2005.06,HANGING BY A MOMENT - Lifehouse,52,52
2005.06,UNWELL - matchbox twenty,51,51
2005.06,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.06,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.07,HIGHER - Creed,57,57
2005.07,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.07,KRYPTONITE - 3 Doors Down,53,53
2005.07,BREATHE - Faith Hill,53,53
2005.07,AMAZED - Lonestar,53,53
2005.07,HANGING BY A MOMENT - Lifehouse,52,52
2005.07,UNWELL - matchbox twenty,51,51
2005.07,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.07,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.08,HIGHER - Creed,57,57
2005.08,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.08,KRYPTONITE - 3 Doors Down,53,53
2005.08,BREATHE - Faith Hill,53,53
2005.08,AMAZED - Lonestar,53,53
2005.08,HANGING BY A MOMENT - Lifehouse,52,52
2005.08,UNWELL - matchbox twenty,51,51
2005.08,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.08,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.09,HIGHER - Creed,57,57
2005.09,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.09,KRYPTONITE - 3 Doors Down,53,53
2005.09,BREATHE - Faith Hill,53,53
2005.09,AMAZED - Lonestar,53,53
2005.09,HANGING BY A MOMENT - Lifehouse,52,52
2005.09,UNWELL - matchbox twenty,51,51
2005.09,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.09,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.1,HIGHER - Creed,57,57
2005.1,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.1,KRYPTONITE - 3 Doors Down,53,53
2005.1,BREATHE - Faith Hill,53,53
2005.1,AMAZED - Lonestar,53,53
2005.1,HANGING BY A MOMENT - Lifehouse,52,52
2005.1,UNWELL - matchbox twenty,51,51
2005.1,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.1,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.11,HIGHER - Creed,57,57
2005.11,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.11,KRYPTONITE - 3 Doors Down,53,53
2005.11,BREATHE - Faith Hill,53,53
2005.11,AMAZED - Lonestar,53,53
2005.11,HANGING BY A MOMENT - Lifehouse,52,52
2005.11,UNWELL - matchbox twenty,51,51
2005.11,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.11,HERE WITHOUT YOU - 3 Doors Down,50,50
2005.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2005.12,HIGHER - Creed,57,57
2005.12,THE WAY YOU LOVE ME - Faith Hill,53,53
2005.12,KRYPTONITE - 3 Doors Down,53,53
2005.12,BREATHE - Faith Hill,53,53
2005.12,AMAZED - Lonestar,53,53
2005.12,HANGING BY A MOMENT - Lifehouse,52,52
2005.12,UNWELL - matchbox twenty,51,51
2005.12,DROPS OF JUPITER (TELL ME) - Train,51,51
2005.12,HERE WITHOUT YOU - 3 Doors Down,50,50
2006.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.01,HIGHER - Creed,57,57
2006.01,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.01,KRYPTONITE - 3 Doors Down,53,53
2006.01,BREATHE - Faith Hill,53,53
2006.01,AMAZED - Lonestar,53,53
2006.01,HANGING BY A MOMENT - Lifehouse,52,52
2006.01,UNWELL - matchbox twenty,51,51
2006.01,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.01,HERE WITHOUT YOU - 3 Doors Down,50,50
2006.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.02,HIGHER - Creed,57,57
2006.02,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.02,KRYPTONITE - 3 Doors Down,53,53
2006.02,BREATHE - Faith Hill,53,53
2006.02,AMAZED - Lonestar,53,53
2006.02,HANGING BY A MOMENT - Lifehouse,52,52
2006.02,YOU AND ME - Lifehouse,51,51
2006.02,UNWELL - matchbox twenty,51,51
2006.02,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.03,HIGHER - Creed,57,57
2006.03,YOU AND ME - Lifehouse,55,55
2006.03,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.03,KRYPTONITE - 3 Doors Down,53,53
2006.03,BREATHE - Faith Hill,53,53
2006.03,AMAZED - Lonestar,53,53
2006.03,HANGING BY A MOMENT - Lifehouse,52,52
2006.03,UNWELL - matchbox twenty,51,51
2006.03,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.04,YOU AND ME - Lifehouse,59,59
2006.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.04,HIGHER - Creed,57,57
2006.04,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.04,KRYPTONITE - 3 Doors Down,53,53
2006.04,BREATHE - Faith Hill,53,53
2006.04,AMAZED - Lonestar,53,53
2006.04,HANGING BY A MOMENT - Lifehouse,52,52
2006.04,UNWELL - matchbox twenty,51,51
2006.04,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.05,YOU AND ME - Lifehouse,59,59
2006.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.05,HIGHER - Creed,57,57
2006.05,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.05,KRYPTONITE - 3 Doors Down,53,53
2006.05,BREATHE - Faith Hill,53,53
2006.05,AMAZED - Lonestar,53,53
2006.05,HANGING BY A MOMENT - Lifehouse,52,52
2006.05,UNWELL - matchbox twenty,51,51
2006.05,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.06,YOU AND ME - Lifehouse,59,59
2006.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.06,HIGHER - Creed,57,57
2006.06,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.06,KRYPTONITE - 3 Doors Down,53,53
2006.06,BREATHE - Faith Hill,53,53
2006.06,AMAZED - Lonestar,53,53
2006.06,HANGING BY A MOMENT - Lifehouse,52,52
2006.06,UNWELL - matchbox twenty,51,51
2006.06,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.07,YOU AND ME - Lifehouse,59,59
2006.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.07,HIGHER - Creed,57,57
2006.07,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.07,KRYPTONITE - 3 Doors Down,53,53
2006.07,BREATHE - Faith Hill,53,53
2006.07,AMAZED - Lonestar,53,53
2006.07,HANGING BY A MOMENT - Lifehouse,52,52
2006.07,UNWELL - matchbox twenty,51,51
2006.07,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.08,YOU AND ME - Lifehouse,59,59
2006.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.08,HIGHER - Creed,57,57
2006.08,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.08,KRYPTONITE - 3 Doors Down,53,53
2006.08,BREATHE - Faith Hill,53,53
2006.08,AMAZED - Lonestar,53,53
2006.08,HANGING BY A MOMENT - Lifehouse,52,52
2006.08,UNWELL - matchbox twenty,51,51
2006.08,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.09,YOU AND ME - Lifehouse,59,59
2006.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.09,HIGHER - Creed,57,57
2006.09,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.09,KRYPTONITE - 3 Doors Down,53,53
2006.09,BREATHE - Faith Hill,53,53
2006.09,AMAZED - Lonestar,53,53
2006.09,HANGING BY A MOMENT - Lifehouse,52,52
2006.09,UNWELL - matchbox twenty,51,51
2006.09,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.1,YOU AND ME - Lifehouse,59,59
2006.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.1,HIGHER - Creed,57,57
2006.1,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.1,KRYPTONITE - 3 Doors Down,53,53
2006.1,BREATHE - Faith Hill,53,53
2006.1,AMAZED - Lonestar,53,53
2006.1,HANGING BY A MOMENT - Lifehouse,52,52
2006.1,UNWELL - matchbox twenty,51,51
2006.1,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.11,YOU AND ME - Lifehouse,59,59
2006.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.11,HIGHER - Creed,57,57
2006.11,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.11,KRYPTONITE - 3 Doors Down,53,53
2006.11,BREATHE - Faith Hill,53,53
2006.11,AMAZED - Lonestar,53,53
2006.11,HANGING BY A MOMENT - Lifehouse,52,52
2006.11,UNWELL - matchbox twenty,51,51
2006.11,DROPS OF JUPITER (TELL ME) - Train,51,51
2006.12,YOU AND ME - Lifehouse,59,59
2006.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2006.12,HIGHER - Creed,57,57
2006.12,THE WAY YOU LOVE ME - Faith Hill,53,53
2006.12,KRYPTONITE - 3 Doors Down,53,53
2006.12,BREATHE - Faith Hill,53,53
2006.12,AMAZED - Lonestar,53,53
2006.12,HANGING BY A MOMENT - Lifehouse,52,52
2006.12,UNWELL - matchbox twenty,51,51
2006.12,DROPS OF JUPITER (TELL ME) - Train,51,51
2007.01,YOU AND ME - Lifehouse,59,59
2007.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.01,HIGHER - Creed,57,57
2007.01,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.01,KRYPTONITE - 3 Doors Down,53,53
2007.01,BREATHE - Faith Hill,53,53
2007.01,AMAZED - Lonestar,53,53
2007.01,HANGING BY A MOMENT - Lifehouse,52,52
2007.01,UNWELL - matchbox twenty,51,51
2007.01,DROPS OF JUPITER (TELL ME) - Train,51,51
2007.02,YOU AND ME - Lifehouse,59,59
2007.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.02,HIGHER - Creed,57,57
2007.02,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.02,KRYPTONITE - 3 Doors Down,53,53
2007.02,BREATHE - Faith Hill,53,53
2007.02,AMAZED - Lonestar,53,53
2007.02,HANGING BY A MOMENT - Lifehouse,52,52
2007.02,UNWELL - matchbox twenty,51,51
2007.02,DROPS OF JUPITER (TELL ME) - Train,51,51
2007.03,YOU AND ME - Lifehouse,59,59
2007.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.03,HIGHER - Creed,57,57
2007.03,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.03,KRYPTONITE - 3 Doors Down,53,53
2007.03,BREATHE - Faith Hill,53,53
2007.03,AMAZED - Lonestar,53,53
2007.03,HANGING BY A MOMENT - Lifehouse,52,52
2007.03,UNWELL - matchbox twenty,51,51
2007.03,DROPS OF JUPITER (TELL ME) - Train,51,51
2007.04,YOU AND ME - Lifehouse,59,59
2007.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.04,HIGHER - Creed,57,57
2007.04,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.04,KRYPTONITE - 3 Doors Down,53,53
2007.04,BREATHE - Faith Hill,53,53
2007.04,AMAZED - Lonestar,53,53
2007.04,HANGING BY A MOMENT - Lifehouse,52,52
2007.04,UNWELL - matchbox twenty,51,51
2007.04,HOW TO SAVE A LIFE - The Fray,50,50
2007.05,YOU AND ME - Lifehouse,59,59
2007.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.05,HIGHER - Creed,57,57
2007.05,HOW TO SAVE A LIFE - The Fray,54,54
2007.05,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.05,KRYPTONITE - 3 Doors Down,53,53
2007.05,BREATHE - Faith Hill,53,53
2007.05,AMAZED - Lonestar,53,53
2007.05,HANGING BY A MOMENT - Lifehouse,52,52
2007.05,UNWELL - matchbox twenty,51,51
2007.06,YOU AND ME - Lifehouse,59,59
2007.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.06,HOW TO SAVE A LIFE - The Fray,58,58
2007.06,HIGHER - Creed,57,57
2007.06,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.06,KRYPTONITE - 3 Doors Down,53,53
2007.06,BREATHE - Faith Hill,53,53
2007.06,AMAZED - Lonestar,53,53
2007.06,HANGING BY A MOMENT - Lifehouse,52,52
2007.06,UNWELL - matchbox twenty,51,51
2007.07,YOU AND ME - Lifehouse,59,59
2007.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.07,HOW TO SAVE A LIFE - The Fray,58,58
2007.07,HIGHER - Creed,57,57
2007.07,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.07,KRYPTONITE - 3 Doors Down,53,53
2007.07,BREATHE - Faith Hill,53,53
2007.07,AMAZED - Lonestar,53,53
2007.07,HANGING BY A MOMENT - Lifehouse,52,52
2007.07,UNWELL - matchbox twenty,51,51
2007.08,YOU AND ME - Lifehouse,59,59
2007.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.08,HOW TO SAVE A LIFE - The Fray,58,58
2007.08,HIGHER - Creed,57,57
2007.08,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.08,KRYPTONITE - 3 Doors Down,53,53
2007.08,BREATHE - Faith Hill,53,53
2007.08,AMAZED - Lonestar,53,53
2007.08,HANGING BY A MOMENT - Lifehouse,52,52
2007.08,UNWELL - matchbox twenty,51,51
2007.09,YOU AND ME - Lifehouse,59,59
2007.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.09,HOW TO SAVE A LIFE - The Fray,58,58
2007.09,HIGHER - Creed,57,57
2007.09,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.09,KRYPTONITE - 3 Doors Down,53,53
2007.09,BREATHE - Faith Hill,53,53
2007.09,AMAZED - Lonestar,53,53
2007.09,HANGING BY A MOMENT - Lifehouse,52,52
2007.09,BEFORE HE CHEATS - Carrie Underwood,51,51
2007.1,YOU AND ME - Lifehouse,59,59
2007.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.1,HOW TO SAVE A LIFE - The Fray,58,58
2007.1,HIGHER - Creed,57,57
2007.1,BEFORE HE CHEATS - Carrie Underwood,56,56
2007.1,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.1,KRYPTONITE - 3 Doors Down,53,53
2007.1,BREATHE - Faith Hill,53,53
2007.1,AMAZED - Lonestar,53,53
2007.1,HANGING BY A MOMENT - Lifehouse,52,52
2007.11,BEFORE HE CHEATS - Carrie Underwood,60,60
2007.11,YOU AND ME - Lifehouse,59,59
2007.11,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.11,HOW TO SAVE A LIFE - The Fray,58,58
2007.11,HIGHER - Creed,57,57
2007.11,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.11,KRYPTONITE - 3 Doors Down,53,53
2007.11,BREATHE - Faith Hill,53,53
2007.11,AMAZED - Lonestar,53,53
2007.11,HANGING BY A MOMENT - Lifehouse,52,52
2007.12,BEFORE HE CHEATS - Carrie Underwood,64,64
2007.12,YOU AND ME - Lifehouse,59,59
2007.12,SMOOTH - Santana Featuring Rob Thomas,58,58
2007.12,HOW TO SAVE A LIFE - The Fray,58,58
2007.12,HIGHER - Creed,57,57
2007.12,THE WAY YOU LOVE ME - Faith Hill,53,53
2007.12,KRYPTONITE - 3 Doors Down,53,53
2007.12,BREATHE - Faith Hill,53,53
2007.12,AMAZED - Lonestar,53,53
2007.12,HANGING BY A MOMENT - Lifehouse,52,52
2008.01,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.01,YOU AND ME - Lifehouse,59,59
2008.01,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.01,HOW TO SAVE A LIFE - The Fray,58,58
2008.01,HIGHER - Creed,57,57
2008.01,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.01,KRYPTONITE - 3 Doors Down,53,53
2008.01,BREATHE - Faith Hill,53,53
2008.01,AMAZED - Lonestar,53,53
2008.01,HANGING BY A MOMENT - Lifehouse,52,52
2008.02,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.02,YOU AND ME - Lifehouse,59,59
2008.02,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.02,HOW TO SAVE A LIFE - The Fray,58,58
2008.02,HIGHER - Creed,57,57
2008.02,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.02,KRYPTONITE - 3 Doors Down,53,53
2008.02,BREATHE - Faith Hill,53,53
2008.02,AMAZED - Lonestar,53,53
2008.02,HANGING BY A MOMENT - Lifehouse,52,52
2008.03,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.03,YOU AND ME - Lifehouse,59,59
2008.03,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.03,HOW TO SAVE A LIFE - The Fray,58,58
2008.03,HIGHER - Creed,57,57
2008.03,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.03,KRYPTONITE - 3 Doors Down,53,53
2008.03,BREATHE - Faith Hill,53,53
2008.03,AMAZED - Lonestar,53,53
2008.03,HANGING BY A MOMENT - Lifehouse,52,52
2008.04,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.04,YOU AND ME - Lifehouse,59,59
2008.04,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.04,HOW TO SAVE A LIFE - The Fray,58,58
2008.04,HIGHER - Creed,57,57
2008.04,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.04,KRYPTONITE - 3 Doors Down,53,53
2008.04,BREATHE - Faith Hill,53,53
2008.04,AMAZED - Lonestar,53,53
2008.04,HANGING BY A MOMENT - Lifehouse,52,52
2008.05,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.05,YOU AND ME - Lifehouse,59,59
2008.05,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.05,HOW TO SAVE A LIFE - The Fray,58,58
2008.05,HIGHER - Creed,57,57
2008.05,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.05,KRYPTONITE - 3 Doors Down,53,53
2008.05,BREATHE - Faith Hill,53,53
2008.05,AMAZED - Lonestar,53,53
2008.05,HANGING BY A MOMENT - Lifehouse,52,52
2008.06,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.06,YOU AND ME - Lifehouse,59,59
2008.06,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.06,HOW TO SAVE A LIFE - The Fray,58,58
2008.06,HIGHER - Creed,57,57
2008.06,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.06,KRYPTONITE - 3 Doors Down,53,53
2008.06,BREATHE - Faith Hill,53,53
2008.06,AMAZED - Lonestar,53,53
2008.06,HANGING BY A MOMENT - Lifehouse,52,52
2008.07,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.07,YOU AND ME - Lifehouse,59,59
2008.07,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.07,HOW TO SAVE A LIFE - The Fray,58,58
2008.07,HIGHER - Creed,57,57
2008.07,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.07,KRYPTONITE - 3 Doors Down,53,53
2008.07,BREATHE - Faith Hill,53,53
2008.07,AMAZED - Lonestar,53,53
2008.07,HANGING BY A MOMENT - Lifehouse,52,52
2008.08,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.08,YOU AND ME - Lifehouse,59,59
2008.08,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.08,HOW TO SAVE A LIFE - The Fray,58,58
2008.08,HIGHER - Creed,57,57
2008.08,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.08,KRYPTONITE - 3 Doors Down,53,53
2008.08,BREATHE - Faith Hill,53,53
2008.08,AMAZED - Lonestar,53,53
2008.08,HANGING BY A MOMENT - Lifehouse,52,52
2008.09,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.09,YOU AND ME - Lifehouse,59,59
2008.09,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.09,HOW TO SAVE A LIFE - The Fray,58,58
2008.09,HIGHER - Creed,57,57
2008.09,THE WAY YOU LOVE ME - Faith Hill,53,53
2008.09,KRYPTONITE - 3 Doors Down,53,53
2008.09,BREATHE - Faith Hill,53,53
2008.09,AMAZED - Lonestar,53,53
2008.09,HANGING BY A MOMENT - Lifehouse,52,52
2008.1,BEFORE HE CHEATS - Carrie Underwood,64,64
2008.1,YOU AND ME - Lifehouse,59,59
2008.1,SMOOTH - Santana Featuring Rob Thomas,58,58
2008.1,HOW TO SAVE A LIFE - The Fray,58,58
2008.1,HIGHER - Creed,57,57
