date,song,artist,peak-rank,weeks-on-board,genres,track,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,chorus_hit,sections,target,year,id
2009-11-07,Vanilla Twilight,Owl City,72,5,"['fixme label mess', 'pop', 'united states']",Vanilla Twilight,spotify:track:0vCTQcxSGAgjHaiAsIANKn,0.582,0.529,11.0,-7.637,1.0,0.0248,0.00961,0.000554,0.113,0.567,166.134,231707.0,4.0,49.28075,9.0,1.0,2009,Vanilla_Twilight_by_Owl_City
2011-11-26,Smile Back,Mac Miller,55,1,"['hip hop', 'pennsylvania']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,Smile_Back_by_Mac_Miller
2016-07-16,She's Got A Way With Words,Blake Shelton,61,12,"['american', 'bro-country', 'contemporary country', 'country', 'country pop']",She's Got A Way With Words,spotify:track:3JffB4CABj9lA0NC63kbCp,0.616,0.697,3.0,-5.952,1.0,0.0295,0.326,2.18e-05,0.0827,0.68,148.93,190987.0,4.0,30.42161,8.0,1.0,2016,She's_Got_A_Way_With_Words_by_Blake_Shelton
2012-01-07,Safe & Sound,Taylor Swift Featuring The Civil Wars,30,17,Unknown,Safe & Sound,spotify:track:0z9UVN8VBHJ9HdfYsOuuNf,0.472,0.3,7.0,-10.807,1.0,0.028,0.883,1.04e-05,0.0698,0.289,144.317,240067.0,4.0,16.6589,11.0,1.0,2012,Safe_&_Sound_by_Taylor_Swift_Featuring_The_Civil_Wars
2006-10-21,We Fly High,Jim Jones,5,27,"['hip hop', 'hip hop rnb and dance hall']",We Fly High,spotify:track:5rXkgeY6rpcHcsolCpXZHR,0.685,0.8,1.0,-6.564,1.0,0.298,0.0847,0.0,0.092,0.483,120.226,236080.0,5.0,22.20191,12.0,1.0,2006,We_Fly_High_by_Jim_Jones
2015-09-05,The Fix,Nelly Featuring Jeremih,62,20,"['alternative r&b', 'contemporary r&b', 'pop rap', 'soul', 'wonky']",The Fix,spotify:track:33QRsLBBdWDYgCZfWEZqR6,0.812,0.479,8.0,-6.47,1.0,0.0429,0.0485,0.0,0.102,0.0873,95.505,173045.0,4.0,39.0011,9.0,1.0,2015,The_Fix_by_Nelly_Featuring_Jeremih
2008-02-09,Like Whoa,Aly & AJ,63,8,['pop'],Like Whoa,spotify:track:44e84JcEUfOs9cNGu8nwU5,0.703,0.806,8.0,-4.974,0.0,0.0555,0.00935,0.00056,0.0948,0.844,120.996,150827.0,4.0,42.49478,6.0,1.0,2008,Like_Whoa_by_Aly_&_AJ
2000-01-08,Love Is Blind,Eve Featuring Faith Evans,34,16,"['hip hop rnb and dance hall', 'soul']",Love Is Blind,spotify:track:0H2jfzzREOr9MF95HB7ry6,0.688,0.815,0.0,-4.761,1.0,0.321,0.263,0.0,0.151,0.587,176.086,260307.0,4.0,42.5635,13.0,1.0,2000,Love_Is_Blind_by_Eve_Featuring_Faith_Evans
2010-11-27,One Love (People Get Ready),Glee Cast,41,1,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,One_Love_(People_Get_Ready)_by_Glee_Cast
2000-12-09,It's Over Now,112,6,20,"['contemporary r&b', 'east coast hip hop', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'pop rap', 'r&b', 'rhythm and blues']",It's Over Now,spotify:track:769geiA8btidGHda4BBDOJ,0.66,0.71,1.0,-4.541,1.0,0.0409,0.0106,7.01e-06,0.0736,0.233,97.988,264933.0,4.0,60.74914,9.0,1.0,2000,It's_Over_Now_by_112
2010-04-24,Give Me A Sign (Forever And Ever),Breaking Benjamin,97,5,"['alternative metal', 'alternative rock', 'hard rock', 'post-grunge']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,Give_Me_A_Sign_(Forever_And_Ever)_by_Breaking_Benjamin
2014-03-01,Automatic,Miranda Lambert,35,19,"['american', 'contemporary country', 'country', 'country pop', 'rockabilly']",Automatic,spotify:track:0B0y2FImat9j9MJTNRZWfW,0.591,0.703,10.0,-6.211,1.0,0.0256,0.0435,2.34e-06,0.145,0.402,95.993,247827.0,4.0,46.39937,6.0,1.0,2014,Automatic_by_Miranda_Lambert
2003-08-23,Cop That Sh#!,Timbaland & Magoo Featuring Missy Elliott,95,2,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2003,Cop_That_Sh#!_by_Timbaland_&_Magoo_Featuring_Missy_Elliott
2009-06-20,Throw It In The Bag,Fabolous Featuring The-Dream,14,23,"['east coast hip hop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap']",Throw It In The Bag,spotify:track:6c0GmyBsE7mQtrVvxJaWc3,0.789,0.55,11.0,-7.423,0.0,0.0473,0.174,0.0,0.0614,0.696,172.049,231573.0,4.0,31.9369,11.0,1.0,2009,Throw_It_In_The_Bag_by_Fabolous_Featuring_The-Dream
2021-05-15,Country Again,Thomas Rhett,42,20,['country'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Country_Again_by_Thomas_Rhett
2009-05-16,Waking Up In Vegas,Katy Perry,9,23,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Waking Up In Vegas,spotify:track:6fvxos1qSHrIgOkKw4dhWS,0.524,0.878,5.0,-3.108,0.0,0.0346,0.0012,0.0,0.098,0.59,130.989,199187.0,4.0,31.6712,10.0,1.0,2009,Waking_Up_In_Vegas_by_Katy_Perry
2012-06-16,For You,Keith Urban,55,18,"['bro-country', 'contemporary country', 'country', 'country pop', 'dance-pop', 'electropop', 'pop rock']",For You,spotify:track:64bWFjtzBRVSllQz9H2RAY,0.416,0.747,11.0,-7.753,0.0,0.0519,0.0116,0.000124,0.0625,0.304,170.107,289560.0,4.0,69.44249,11.0,1.0,2012,For_You_by_Keith_Urban
2005-12-03,My Old Friend,Tim McGraw,79,13,"['adult contemporary', 'contemporary country', 'country', 'country pop', 'neo-traditionalist country']",My Old Friend,spotify:track:2AbgjLSmW8l5XaaR4nQE3w,0.463,0.819,4.0,-7.662,1.0,0.0357,0.212,0.000268,0.0599,0.591,183.998,217067.0,4.0,38.32547,8.0,1.0,2005,My_Old_Friend_by_Tim_McGraw
2012-02-18,Give Me All Your Luvin',Madonna Featuring Nicki Minaj & M.I.A.,10,6,"['a filk artist', 'cousin in trinidad wont get the vaccine', 'electronic', 'hip hop', 'hip-hop', 'pop', 'pop rap', 'queen of rap', 'r&b', 'rap', 'relic inn']",Give Me All Your Luvin',spotify:track:2woCC5hiuPTDAonxhEojP0,0.68,0.885,11.0,-4.36,1.0,0.0382,0.00557,0.000704,0.377,0.879,144.998,202760.0,4.0,28.35992,8.0,1.0,2012,Give_Me_All_Your_Luvin'_by_Madonna_Featuring_Nicki_Minaj_&_M.I.A.
2015-01-31,The Body,Wale Featuring Jeremih,87,6,"['alternative r&b', 'contemporary r&b', 'pop rap', 'soul', 'wonky']",The Body,spotify:track:1cOi4OoRlpOznxiRa8FfHf,0.493,0.542,9.0,-8.016,1.0,0.076,0.0774,0.0,0.239,0.172,109.399,232661.0,4.0,89.32186,12.0,1.0,2015,The_Body_by_Wale_Featuring_Jeremih
2003-04-19,Stupid Girl,Cold,87,20,"['alternative metal', 'alternative rock', 'post-grunge']",Stupid Girl,spotify:track:40u9RFyKQfXwpPjFzK1bGO,0.43,0.868,0.0,-4.44,1.0,0.0639,0.000119,0.000389,0.0836,0.164,138.805,189853.0,3.0,28.8868,11.0,1.0,2003,Stupid_Girl_by_Cold
2008-04-19,Last Time,Trey Songz,69,13,"['contemporary r&b', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap', 'r&b', 'soul']",Last Time,spotify:track:6UBqk9rh6e2Rj7LLzDjn6R,0.629,0.624,2.0,-7.957,1.0,0.0915,0.209,0.0,0.215,0.66,119.964,261707.0,4.0,35.29111,12.0,1.0,2008,Last_Time_by_Trey_Songz
2011-11-26,Run,Matt Nathanson Featuring Sugarland,53,1,['alternative rock'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,Run_by_Matt_Nathanson_Featuring_Sugarland
2018-06-09,Dinero,Jennifer Lopez Featuring DJ Khaled & Cardi B,80,1,"['alternative pop', 'englisch', 'english', 'hip hop', 'lick', 'pop', 'rap', 'relic inn']",Dinero,spotify:track:22mQXNE0nCuWq4yOwcadIn,0.721,0.881,8.0,-2.528,1.0,0.342,0.41,7.61e-06,0.292,0.643,127.759,213750.0,4.0,29.64784,9.0,1.0,2018,Dinero_by_Jennifer_Lopez_Featuring_DJ_Khaled_&_Cardi_B
2000-08-26,Go On,George Strait,40,20,"['2008 universal fire victim', 'country', 'neo-traditionalist country']",Go On,spotify:track:0xwGijsqQXxQTJqIVXCFvY,0.705,0.555,8.0,-8.488,1.0,0.0238,0.449,0.0149,0.254,0.487,104.501,201760.0,4.0,25.34497,10.0,1.0,2000,Go_On_by_George_Strait
2008-02-16,Rock Star,Hannah Montana,81,4,"['country', 'fictional', 'pop rock']",Rock Star,spotify:track:7smCjIc7MoUM4ay55LQrdu,0.482,0.945,2.0,-3.969,1.0,0.124,0.00436,1.41e-06,0.364,0.626,160.792,178560.0,4.0,65.47339,9.0,1.0,2008,Rock_Star_by_Hannah_Montana
2001-08-18,Ghetto Girls,Lil Bow Wow,91,4,"['hip hop', 'pop rap', 'r&b', 'rap', 'trap', 'trap rap']",Ghetto Girls,spotify:track:0pm08BZksjfIZmXcPckvEc,0.769,0.732,5.0,-5.99,0.0,0.1,0.198,0.0,0.308,0.858,92.228,195267.0,4.0,28.74656,10.0,1.0,2001,Ghetto_Girls_by_Lil_Bow_Wow
2012-04-21,Little Talks,Of Monsters And Men,20,48,"['folk', 'folk pop', 'indie', 'indie folk', 'indie pop', 'indie rock', 'pop']",Little Talks,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,0.446,0.757,1.0,-5.177,1.0,0.0322,0.0206,0.0,0.146,0.421,102.88,266600.0,4.0,38.14339,8.0,1.0,2012,Little_Talks_by_Of_Monsters_And_Men
2007-06-16,Startin' With Me,Jake Owen,83,9,"['bro-country', 'contemporary country', 'country', 'country pop']",Startin' With Me,spotify:track:5bQ8psGbXl0heZAiwG9jW6,0.487,0.653,11.0,-5.393,1.0,0.0522,0.109,5.15e-06,0.112,0.319,159.42,236027.0,4.0,24.03646,11.0,1.0,2007,Startin'_With_Me_by_Jake_Owen
2021-02-27,Love Story (Taylor's Version),Taylor Swift,11,2,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Love_Story_(Taylor's_Version)_by_Taylor_Swift
2020-06-13,Tell Me U Luv Me,Juice WRLD & Trippie Redd,38,4,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Tell_Me_U_Luv_Me_by_Juice_WRLD_&_Trippie_Redd
2021-10-16,Last One Standing,"Skylar Grey, Polo G, Mozzy & Eminem",78,1,"['pop', 'rock']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,"Last_One_Standing_by_Skylar_Grey,_Polo_G,_Mozzy_&_Eminem"
2010-07-24,Up On The Ridge,Dierks Bentley,99,1,"['contemporary country', 'country']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,Up_On_The_Ridge_by_Dierks_Bentley
2005-10-29,And I,Ciara,96,1,"['contemporary r&b', 'crunk&b', 'dance', 'dance-pop', 'electropop', 'hip hop', 'pop', 'pop and chart', 'pop rap', 'r&b']",And I,spotify:track:1Jp9n1uHB72CfK31j4mEPh,0.691,0.389,6.0,-10.125,1.0,0.0653,0.255,0.0,0.0981,0.437,122.219,233840.0,4.0,81.77735,7.0,1.0,2005,And_I_by_Ciara
2009-12-19,Who I Am,Nick Jonas & The Administration,73,2,['rock'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2009,Who_I_Am_by_Nick_Jonas_&_The_Administration
2009-05-16,Lost You Anyway,Toby Keith,69,10,"['2008 universal fire victim', 'contemporary country', 'country', 'country pop', 'pop', 'rock']",Lost You Anyway,spotify:track:2cNCswP33qCFzPQYTegmtX,0.402,0.675,6.0,-5.761,0.0,0.0329,0.0278,0.00552,0.0811,0.321,150.11,218493.0,4.0,29.07899,12.0,1.0,2009,Lost_You_Anyway_by_Toby_Keith
2009-09-12,Under,Pleasure P,78,10,Unknown,Under,spotify:track:48TPQWN8wy8vgJ0rKWM0z3,0.675,0.678,5.0,-7.151,0.0,0.0625,0.202,1.49e-06,0.144,0.474,119.986,231160.0,4.0,31.21612,10.0,1.0,2009,Under_by_Pleasure_P
2002-02-02,I Miss You,DMX Featuring Faith Evans,86,7,"['hip hop rnb and dance hall', 'soul']",I Miss You,spotify:track:3DwoQNhaFD3mCKh93w2MHH,0.725,0.708,6.0,-5.21,1.0,0.219,0.152,0.0,0.0887,0.585,90.596,280867.0,4.0,23.98694,13.0,1.0,2002,I_Miss_You_by_DMX_Featuring_Faith_Evans
2020-12-26,Gold Rush,Taylor Swift,40,1,"['americana', 'contemporary country', 'country', 'country pop', 'country-pop', 'dance-pop', 'electropop', 'female vocals', 'fixme label mess', 'hp', 'icon', 'pop', 'pop rock', 'relic inn', 'singer-songwriter', 'singer/songwriter', 'taylor-swift', 'teen pop', 'top 40']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Gold_Rush_by_Taylor_Swift
2014-06-21,Ultraviolence,Lana Del Rey,70,1,"['+usa (new york:manhatten)', 'alternative', 'american', 'art pop', 'chamber pop', 'dream pop', 'electronic', 'film soundtrack', 'hawaiian glam metal', 'indie pop', 'indie/dream-pop', 'karen', 'next', 'pop', 'pop. alternative', 'question for the culture', 'remix', 'sadcore', 'singer', 'trip hop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2014,Ultraviolence_by_Lana_Del_Rey
2010-08-28,As She's Walking Away,Zac Brown Band Featuring Alan Jackson,32,20,"['american', 'contemporary country', 'country', 'country pop', 'country rock', 'southern rock']",As She's Walking Away,spotify:track:5qYiVdWxd84wRWGIQ9Hts6,0.553,0.619,3.0,-7.101,1.0,0.0308,0.474,0.0,0.123,0.374,183.91,223827.0,4.0,18.46741,14.0,1.0,2010,As_She's_Walking_Away_by_Zac_Brown_Band_Featuring_Alan_Jackson
2008-01-05,What Is It,Baby Bash Featuring Sean Kingston,57,12,"['contemporary r&b', 'hip hop', 'pop rap']",What Is It,spotify:track:371GoHoueVN53jY8MoWufq,0.738,0.755,8.0,-5.728,1.0,0.0391,0.0272,0.0,0.273,0.19,93.047,201120.0,4.0,32.50222,14.0,1.0,2008,What_Is_It_by_Baby_Bash_Featuring_Sean_Kingston
2013-11-02,Chillin' It,Cole Swindell,28,20,"['bro-country', 'contemporary country', 'country', 'country pop']",Chillin' It,spotify:track:0Utg7sirTPqrs6Cx0FbriQ,0.576,0.849,9.0,-3.057,1.0,0.0386,0.511,3.89e-05,0.109,0.666,137.982,196747.0,4.0,18.05356,9.0,1.0,2013,Chillin'_It_by_Cole_Swindell
2019-01-12,Roses,benny blanco & Juice WRLD Featuring Brendon Urie,85,6,"['panic at the disco', 'pop rock']",Roses,spotify:track:1KVczjazCcCCgM3gXXUl47,0.612,0.601,8.0,-7.089,1.0,0.164,0.168,0.0,0.117,0.525,147.018,223543.0,4.0,66.34093,11.0,1.0,2019,Roses_by_benny_blanco_&_Juice_WRLD_Featuring_Brendon_Urie
2008-07-05,Lost!,Coldplay With Jay-Z,40,5,"['alternative rock', 'ambient pop', 'britannique', 'british', 'britpop', 'chapel', 'english', 'parlophone', 'piano pop', 'piano rock', 'pop', 'pop rock', 'pop/rock', 'post-britpop', 'rock', 'rock and indie', 'uk']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,Lost!_by_Coldplay_With_Jay-Z
2016-12-31,She's Mine Pt. 2,J. Cole,34,1,"['hip hop', 'hip-hop', 'rap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2016,She's_Mine_Pt._2_by_J._Cole
2005-06-04,Listen To Your Heart,D.H.T.,8,27,['pop and chart'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2005,Listen_To_Your_Heart_by_D.H.T.
2011-06-04,My Man,Glee Cast,94,1,"['bogus artist', 'fixme', 'needs disambiguation/annotation', 'pop']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2011,My_Man_by_Glee_Cast
2021-09-25,Have Mercy,Chloe,28,15,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Have_Mercy_by_Chloe
2021-08-07,Lick Back,EST Gee,89,1,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Lick_Back_by_EST_Gee
2006-09-09,The Party's Just Begun,The Cheetah Girls,85,2,Unknown,The Party's Just Begun,spotify:track:5Au8ObNQvrwFVEgGqQQL6D,0.751,0.845,1.0,-4.444,1.0,0.134,0.102,0.0,0.0497,0.927,103.995,189693.0,4.0,48.47201,8.0,1.0,2006,The_Party's_Just_Begun_by_The_Cheetah_Girls
2008-12-06,Ride,Ace Hood Featuring Trey Songz,90,1,"['contemporary r&b', 'electropop', 'hip hop', 'hip hop rnb and dance hall', 'pop rap', 'r&b', 'soul']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2008,Ride_by_Ace_Hood_Featuring_Trey_Songz
2013-04-06,Molly,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",66,12,"['hip hop', 'hip hop rnb and dance hall', 'pop rap', 'rap']",Molly,spotify:track:3fT9dyFnGSiXYfNOLZi3Ew,0.831,0.783,5.0,-6.719,1.0,0.0527,0.079,1.27e-06,0.35,0.771,140.046,218440.0,4.0,24.4684,11.0,1.0,2013,"Molly_by_Tyga_Featuring_Cedric_Gervais,_Wiz_Khalifa_&_Mally_Mall"
2002-11-02,Why I Love You,B2K,73,4,"['american', 'contemporary r&b', 'r&b']",Why I Love You,spotify:track:0fPBKo78nKsbIla2ExeefC,0.698,0.618,0.0,-5.83,1.0,0.0282,0.0482,0.0,0.116,0.37,89.981,240640.0,4.0,26.48417,9.0,1.0,2002,Why_I_Love_You_by_B2K
2021-10-02,On My Side,YoungBoy Never Broke Again,37,2,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,On_My_Side_by_YoungBoy_Never_Broke_Again
2021-11-13,Eat It,Megan Thee Stallion,82,1,"['english', 'hip hop', 'rap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2021,Eat_It_by_Megan_Thee_Stallion
2020-02-08,B.I.T.C.H.,Megan Thee Stallion,31,10,"['english', 'hip hop', 'rap']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,B.I.T.C.H._by_Megan_Thee_Stallion
2018-05-26,Me Niego,Reik Featuring Ozuna & Wisin,77,3,"['latin', 'latin urban', 'reggaeton']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2018,Me_Niego_by_Reik_Featuring_Ozuna_&_Wisin
2010-08-28,Circle The Drain,Katy Perry,58,1,"['""ur so fail""', 'also fail', 'american', 'américain', 'bubblegum', 'california gurls', 'chesty', 'cute', 'dance-pop', 'disco', 'electropop', 'fail', 'failfail', 'gaaaaaayyyyyyyyy', 'gaymeme', 'her expression is like shes thinking something dumb', 'homophobe', 'house', ""i'm gay if i am shut up"", ""i'm gay if i am⸲ shut up"", 'katy perry', 'katy perry is gay', 'katy pery is dumb', 'lame', 'lame lame lame lame', 'lolol trap?', 'megafail', 'megalmaestupiddumb', 'multiple ipi', 'nope still fail', 'pop', 'pop rock', 'rock', ""srsly i'm gay if i am shut up"", ""srsly what's wrong with beign gay"", 'still fail', 'total fail', 'trap', 'uncool', 'united states', 'ur so faaaail', 'ur so fail', 'ur so lame', 'usa', ""what's wrong with being gay? gay"", '‟ur so fail”']",Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2010,Circle_The_Drain_by_Katy_Perry
2011-04-09,If Heaven Wasn't So Far Away,Justin Moore,49,20,"['contemporary country', 'country']",If Heaven Wasn't So Far Away,spotify:track:0aW7CSfoMBKBzLE7VerHyn,0.374,0.657,11.0,-6.086,1.0,0.0325,0.0434,0.0,0.219,0.376,74.234,223280.0,4.0,40.16541,8.0,1.0,2011,If_Heaven_Wasn't_So_Far_Away_by_Justin_Moore
2013-11-02,Let Me Go,Avril Lavigne Featuring Chad Kroeger,78,2,"['743219675026', 'alternative rock', 'bubblegum punk', 'dance-pop', 'electropop', 'indie rock', 'mall punk', 'pop', 'pop and chart', 'pop punk', 'pop rock', 'pop/rock', 'post-grunge', 'punk', 'punk rock', 'rock', 'soft rock', 'teen pop', 'teen punk']",Let Me Go,spotify:track:2o0V0AATmWmCmMOAFWDuEV,0.385,0.654,4.0,-6.635,1.0,0.0342,0.212,0.0,0.136,0.125,164.196,267973.0,3.0,43.48854,12.0,1.0,2013,Let_Me_Go_by_Avril_Lavigne_Featuring_Chad_Kroeger
2010-07-17,Jar Of Hearts,Christina Perri,17,31,"['alternative', 'pop']",Jar Of Hearts,spotify:track:0HZhYMZOcUzZKSFwPOti6m,0.349,0.348,3.0,-6.142,1.0,0.0316,0.726,0.0,0.12,0.0886,74.541,246587.0,4.0,28.2682,11.0,1.0,2010,Jar_Of_Hearts_by_Christina_Perri
2015-11-21,"Me, Myself & I",G-Eazy x Bebe Rexha,7,37,"['pop', 'the sims']","Me, Myself & I",spotify:track:40YcuQysJ0KlGQTeGUosTC,0.757,0.672,0.0,-6.524,0.0,0.0955,0.0186,0.0,0.158,0.382,111.996,251467.0,4.0,26.78731,13.0,1.0,2015,"Me,_Myself_&_I_by_G-Eazy_x_Bebe_Rexha"
2017-11-25,Rubbin Off The Paint,YBN Nahmir,46,17,['ybn nahmir'],Rubbin Off The Paint,spotify:track:6V4KHt9xu4TPEnDFoBeacT,0.734,0.751,1.0,-7.26,1.0,0.285,0.00529,0.0,0.183,0.56,161.997,159916.0,4.0,27.54142,6.0,1.0,2017,Rubbin_Off_The_Paint_by_YBN_Nahmir
2001-01-06,You Make Me Sick,P!nk,33,19,"['contemporary r&b', 'dance-pop', 'electropop', 'music for soccer moms', 'pop', 'pop and chart', 'pop rock', 'sober', 'united states']",You Make Me Sick,spotify:track:1icygp76kVbs429RikF0jJ,0.77,0.686,11.0,-6.596,0.0,0.168,0.00223,2.03e-06,0.347,0.657,100.53,247533.0,4.0,41.12756,11.0,1.0,2001,You_Make_Me_Sick_by_P!nk
2000-01-22,Breathe And Stop,Q-Tip,71,5,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop', 'hip hop rnb and dance hall', 'instrumental hip hop', 'jazz rap', 'neo-soul', 'pop rap']",Breathe And Stop,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,0.881,0.83,7.0,-4.563,1.0,0.172,0.0144,0.00771,0.0626,0.765,98.793,243867.0,4.0,28.66701,13.0,1.0,2000,Breathe_And_Stop_by_Q-Tip
2015-03-14,Smoke,A Thousand Horses,47,20,['country'],Smoke,spotify:track:0ZUnRmGiWEypcw14WjW109,0.433,0.776,7.0,-5.53,1.0,0.029,0.0349,0.00023,0.387,0.424,149.641,219080.0,4.0,26.19583,12.0,1.0,2015,Smoke_by_A_Thousand_Horses
2020-03-21,Bigger Than Life,Lil Uzi Vert,33,1,['hip hop'],Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2020,Bigger_Than_Life_by_Lil_Uzi_Vert
