index,_date,_song,_artist,_peak-rank,_weeks-on-board,_genres,_track,_uri,_danceability,_energy,_key,_loudness,_mode,_speechiness,_acousticness,_instrumentalness,_liveness,_valence,_tempo,_duration_ms,_time_signature,_chorus_hit,_sections,_target,year,id,keywords
10,2000-01-15,What's My Name,DMX,67,11,"['american', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'horrorcore', 'http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117', 'performance name']",What's My Name,spotify:track:6XxxO54L5nXSZr93mVqmv7,0.676,0.879,7.0,-8.821,1.0,0.107,0.00192,0.0029,0.317,0.392,94.836,297467.0,4.0,35.57399,12.0,1.0,2000,What_s_My_Name_by_DMX,"american, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, horrorcore, http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117, performance name"
11,2000-01-15,Back At One,Mark Wills,36,20,['country'],Back At One,spotify:track:72MSivvHmzBcpSvcHRyf9b,0.627,0.451,11.0,-9.462,1.0,0.0275,0.174,0.0,0.0634,0.291,129.872,246493.0,4.0,66.04807,12.0,1.0,2000,Back_At_One_by_Mark_Wills,country
12,2000-01-15,Falls Apart,Sugar Ray,29,20,Unknown,Falls Apart,spotify:track:4T7fVN4ZOFE3JoGyaxZL6O,0.561,0.897,4.0,-3.974,1.0,0.0306,0.00318,0.00623,0.248,0.599,103.461,255160.0,4.0,30.28762,13.0,1.0,2000,Falls_Apart_by_Sugar_Ray,Unknown
13,2000-01-22,Smoke Rings In The Dark,Gary Allan,76,5,"['2008 universal fire victim', 'contemporary country', 'country', 'country rock']",Smoke Rings In The Dark,spotify:track:47tVV7s6UzdcyTJBoIW7aX,0.534,0.596,2.0,-7.148,1.0,0.0279,0.277,0.000359,0.148,0.147,114.957,257646.0,4.0,72.72927,9.0,1.0,2000,Smoke_Rings_In_The_Dark_by_Gary_Allan,"2008 universal fire victim, contemporary country, country, country rock"
14,2000-01-22,Untitled (How Does It Feel),D'Angelo,25,17,"['hip hop rnb and dance hall', 'neo soul', 'r&b']",Untitled (How Does It Feel),spotify:track:4oPNN7syJYSjzDhRerF966,0.838,0.304,4.0,-9.975,0.0,0.0628,0.16,0.0257,0.0828,0.221,112.618,430800.0,3.0,32.05569,18.0,1.0,2000,Untitled_How_Does_It_Feel_by_D_Angelo,"hip hop rnb and dance hall, neo soul, r&b"
15,2000-01-22,Forgot About Dre,Dr. Dre Featuring Eminem,25,20,"['2008 universal fire victim', '8 mile', 'american', 'boom bap', 'comedy rap', 'detroit', 'detroit hip hop', 'detroit hip-hop', 'eminem', 'english', 'gangsta rap', 'hardcore hip hop', 'hip hop', 'hip-hop', 'hiphop', 'horrorcore', 'kun', 'midwest hip hop', 'midwest hip-hop', 'pop and chart', 'pop rap', 'rap', 'rapper', 'relic inn', 'turkish', 'us', 'v']",Forgot About Dre,spotify:track:7iXF2W9vKmDoGAhlHdpyIa,0.924,0.74,8.0,-1.299,1.0,0.0774,0.0827,0.0,0.163,0.621,133.974,222293.0,4.0,48.00927,10.0,1.0,2000,Forgot_About_Dre_by_Dr_Dre_Featuring_Eminem,"2008 universal fire victim, 8 mile, american, boom bap, comedy rap, detroit, detroit hip hop, detroit hip-hop, eminem, english, gangsta rap, hardcore hip hop, hip hop, hip-hop, hiphop, horrorcore, kun, midwest hip hop, midwest hip-hop, pop and chart, pop rap, rap, rapper, relic inn, turkish, us, v"
16,2000-01-22,Never Let You Go,Third Eye Blind,14,22,"['alternative rock', 'classic pop and rock', 'pop rock', 'power pop']",Never Let You Go,spotify:track:1sxUaLi0G2vB7dl4ogtCxH,0.728,0.94,4.0,-5.034,1.0,0.0368,0.0814,0.000162,0.109,0.967,113.76,237240.0,4.0,42.92495,11.0,1.0,2000,Never_Let_You_Go_by_Third_Eye_Blind,"alternative rock, classic pop and rock, pop rock, power pop"
17,2000-01-22,It Feels So Good,Sonique,8,24,"['breakbeat', 'british', 'dance-pop', 'english', 'eurodance', 'house', 'pop and chart', 'uk']",It Feels So Good,spotify:track:4Y8q64VnhD0vFYy9g2WFpi,0.634,0.677,5.0,-7.278,0.0,0.0304,0.0117,0.00103,0.126,0.558,135.012,240867.0,4.0,31.65055,9.0,1.0,2000,It_Feels_So_Good_by_Sonique,"breakbeat, british, dance-pop, english, eurodance, house, pop and chart, uk"
18,2000-01-22,Everything You Want,Vertical Horizon,1,41,['iswcs pending'],Everything You Want,spotify:track:4cKGldbhGJniI8BrB3K6tb,0.637,0.759,3.0,-6.389,0.0,0.0305,0.0504,0.0,0.0642,0.741,93.898,257067.0,4.0,78.35263,9.0,1.0,2000,Everything_You_Want_by_Vertical_Horizon,iswcs pending
19,2000-01-22,Breathe And Stop,Q-Tip,71,5,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'hip hop', 'hip hop rnb and dance hall', 'instrumental hip hop', 'jazz rap', 'neo-soul', 'pop rap']",Breathe And Stop,spotify:track:7nDtDxsKJ3fho8xEmU65JJ,0.881,0.83,7.0,-4.563,1.0,0.172,0.0144,0.00771,0.0626,0.765,98.793,243867.0,4.0,28.66701,13.0,1.0,2000,Breathe_And_Stop_by_Q_Tip,"alternative hip hop, conscious hip hop, east coast hip hop, hip hop, hip hop rnb and dance hall, instrumental hip hop, jazz rap, neo-soul, pop rap"
20,2000-01-29,Bye Bye Bye,'N Sync,4,23,Unknown,Bye Bye Bye,spotify:track:4r8lRYnoOGdEi6YyI5OC1o,0.614,0.928,8,-4.806,0,0.0516,0.0408,0.00104,0.0845,0.879,172.656,200560,4,Unknown,Unknown,Unknown,2000,Bye_Bye_Bye_by_N_Sync,Unknown
21,2000-01-29,Lessons Learned,Tracy Lawrence,40,20,['country'],Lessons Learned,spotify:track:7CCvEN547vCLqIfXvrPl3G,0.682,0.719,5.0,-5.8,1.0,0.0259,0.281,1.79e-06,0.308,0.755,124.633,177893.0,4.0,30.10217,10.0,1.0,2000,Lessons_Learned_by_Tracy_Lawrence,country
22,2000-01-29,Put Your Hand In Mine,Tracy Byrd,76,8,['country'],Put Your Hand In Mine,spotify:track:4WMQQm6fiuF9MjCegwDDmf,0.495,0.488,3.0,-7.477,1.0,0.0309,0.125,0.0,0.189,0.237,72.064,271773.0,4.0,42.71362,9.0,1.0,2000,Put_Your_Hand_In_Mine_by_Tracy_Byrd,country
23,2000-01-29,Because You Love Me,Jo Dee Messina,53,13,"['contemporary country', 'country', 'country pop']",Because You Love Me,spotify:track:2lZkIlYXN5SR0UWFgljDCd,0.418,0.351,9.0,-9.407,1.0,0.0293,0.569,0.0,0.103,0.139,145.379,231280.0,4.0,39.43146,11.0,1.0,2000,Because_You_Love_Me_by_Jo_Dee_Messina,"contemporary country, country, country pop"
24,2000-01-29,I Don't Wanna,Aaliyah,35,20,"['contemporary r&b', 'death by plane crash', 'hip hop', 'hip hop rnb and dance hall', 'neo soul', 'neo-soul', 'pop', 'pop rap', 'pop soul', 'r&b', 'rock', 'soul']",I Don't Wanna,spotify:track:4h7wUvVV8Ff8UL7JqAByiL,0.702,0.573,9.0,-5.69,0.0,0.0344,0.526,0.0,0.23,0.693,129.999,255093.0,4.0,28.61221,12.0,1.0,2000,I_Don_t_Wanna_by_Aaliyah,"contemporary r&b, death by plane crash, hip hop, hip hop rnb and dance hall, neo soul, neo-soul, pop, pop rap, pop soul, r&b, rock, soul"
25,2000-01-29,I Like It,Sammie,24,20,Unknown,I Like It,spotify:track:0IvTGWbNnCiUi9IOF7ye3F,0.826,0.656,9.0,-8.529,1.0,0.0617,0.0101,0.000113,0.0272,0.852,129.963,251040.0,4.0,58.86998,7.0,1.0,2000,I_Like_It_by_Sammie,Unknown
26,2000-01-29,How Do You Like Me Now?!,Toby Keith,31,20,"['2008 universal fire victim', 'contemporary country', 'country', 'country pop', 'pop', 'rock']",How Do You Like Me Now?!,spotify:track:7rDcULv8vV16vetBjPJhuE,0.648,0.667,0.0,-8.986,1.0,0.0311,0.0534,6.94e-06,0.0908,0.669,109.609,209067.0,4.0,48.93436,10.0,1.0,2000,How_Do_You_Like_Me_Now_by_Toby_Keith,"2008 universal fire victim, contemporary country, country, country pop, pop, rock"
27,2000-01-29,From The Bottom Of My Broken Heart,Britney Spears,14,20,"['american', 'américain', 'contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electropop', 'if you seek amy', 'pop', 'pop and chart', 'teen pop', 'urban pop', 'usa']",From The Bottom Of My Broken Heart,spotify:track:70XtWbcVZcpaOddJftMcVi,0.677,0.665,7.0,-5.171,1.0,0.0305,0.56,1.01e-06,0.338,0.706,74.981,312533.0,4.0,58.74313,10.0,1.0,2000,From_The_Bottom_Of_My_Broken_Heart_by_Britney_Spears,"american, américain, contemporary r&b, dance, dance-pop, electro house, electropop, if you seek amy, pop, pop and chart, teen pop, urban pop, usa"
28,2000-01-29,Thong Song,Sisqo,3,28,"['american', 'contemporary r&b', 'hip hop', 'hip hop rnb and dance hall', 'pop', 'r&b']",Thong Song,spotify:track:5Mmk2ii6laakqfeCT7OnVD,0.706,0.888,2.0,-6.959,1.0,0.0654,0.119,9.64e-05,0.07,0.714,121.549,253733.0,4.0,48.19656,10.0,1.0,2000,Thong_Song_by_Sisqo,"american, contemporary r&b, hip hop, hip hop rnb and dance hall, pop, r&b"
29,2000-01-29,"Tricky, Tricky",Lou Bega,74,3,"['contemporary r&b', 'dance-pop', 'european', 'german', 'latin pop', 'mambo', 'pop', 'swing']","Tricky, Tricky",spotify:track:4INRUdIART6zmdeLquiu5g,0.858,0.947,0.0,-3.557,1.0,0.235,0.125,0.0,0.0367,0.967,151.037,203133.0,4.0,21.8709,8.0,1.0,2000,Tricky_Tricky_by_Lou_Bega,"contemporary r&b, dance-pop, european, german, latin pop, mambo, pop, swing"
30,2000-01-29,The Best Day,George Strait,31,20,"['2008 universal fire victim', 'country', 'neo-traditionalist country']",The Best Day,spotify:track:5ApdBBa3MtTzpF0MbpB2NG,0.647,0.49,9.0,-5.044,1.0,0.0288,0.676,0.0,0.231,0.298,132.336,204067.0,4.0,44.77243,10.0,1.0,2000,The_Best_Day_by_George_Strait,"2008 universal fire victim, country, neo-traditionalist country"
31,2000-02-05,Love's The Only House,Martina McBride,42,20,"['contemporary country', 'country', 'country pop']",Love's The Only House,spotify:track:4u4MbTQeHPbaGabd4eGf7c,0.711,0.616,9.0,-6.998,1.0,0.0263,0.0177,0.0,0.106,0.515,122.857,312573.0,4.0,18.09944,10.0,1.0,2000,Love_s_The_Only_House_by_Martina_McBride,"contemporary country, country, country pop"
32,2000-02-05,This Woman Needs,SHeDAISY,57,9,Unknown,This Woman Needs,spotify:track:4vYKeidaDqMW4dEuJDklxV,0.213,0.489,7.0,-8.471,1.0,0.0334,0.112,0.0,0.133,0.139,196.347,200400.0,3.0,39.68074,9.0,1.0,2000,This_Woman_Needs_by_SHeDAISY,Unknown
33,2000-02-05,U Understand,Juvenile,83,6,Unknown,U Understand,spotify:track:5V6r4UQ0z7gxkkREnza5Y0,0.901,0.829,5.0,-4.036,0.0,0.146,0.0585,0.0,0.0498,0.674,99.766,259293.0,4.0,51.05927,13.0,1.0,2000,U_Understand_by_Juvenile,Unknown
34,2000-02-12,Maria Maria,Santana Featuring The Product G&B,1,26,"['american', 'hip hop']",Maria Maria,spotify:track:3XKIUb7HzIF1Vu9usunMzc,0.777,0.601,2.0,-5.931,1.0,0.126,0.0406,0.00201,0.0348,0.68,97.911,261973.0,4.0,37.92118,14.0,1.0,2000,Maria_Maria_by_Santana_Featuring_The_Product_G_B,"american, hip hop"
35,2000-02-12,"Left, Right, Left",Drama,73,13,"['contemporary r&b', 'electronic', 'indie', 'pop', 'r&b', 'soul']","Left, Right, Left",spotify:track:0vk5b6kj3QISHg4fpRPi6n,0.909,0.517,4.0,-11.018,1.0,0.165,0.00834,0.0,0.142,0.539,125.048,217427.0,4.0,42.47189,11.0,1.0,2000,Left_Right_Left_by_Drama,"contemporary r&b, electronic, indie, pop, r&b, soul"
36,2000-02-12,Otherside,Red Hot Chili Peppers,14,22,"['00s', '10s', '80s', '90s', 'alternative', 'alternative rock', 'american', 'crossover', 'dvd', 'funk', 'funk metal', 'funk rock', 'funk rock tributo', 'metal', 'pop and chart', 'pop rock', 'rap', 'rap rock', 'rock', 'usa']",Otherside,spotify:track:64BbK9SFKH2jk86U3dGj2P,0.458,0.795,0.0,-3.265,1.0,0.0574,0.00316,0.000202,0.0756,0.513,123.229,255373.0,4.0,29.77726,12.0,1.0,2000,Otherside_by_Red_Hot_Chili_Peppers,"00s, 10s, 80s, 90s, alternative, alternative rock, american, crossover, dvd, funk, funk metal, funk rock, funk rock tributo, metal, pop and chart, pop rock, rap, rap rock, rock, usa"
37,2000-02-12,No Leaf Clover,Metallica,74,10,"[""80's"", '80s', '80s metal', '80s thrash metal', ""90's"", '90s', '90s metal', 'a filk artist', 'alternative metal', 'american', 'american thrash metal', 'américain', 'band', 'bay area', 'california', 'classic metal', 'classic thrash metal', 'crap', 'destroyer', 'douchebag metal', 'hard rock', ""hard'n'heavy"", 'heavy metal', 'lame', 'los angeles', 'metal', 'metallica', 'pompous asses', 'rock', 'rock and indie', 'seen live', 'speed metal', ""stopped being good after '88"", ""stopped being good after '97"", 'symphonic metal', 'the unforgiving', 'thrash', 'thrash metal', 'trash', 'trash metal', 'usa']",No Leaf Clover,spotify:track:0n4AllHzf3ma4ki20Y9h00,0.246,0.952,3.0,-5.045,0.0,0.114,0.000558,0.00193,0.959,0.387,151.374,343200.0,4.0,56.1218,12.0,1.0,2000,No_Leaf_Clover_by_Metallica,"""80s"", 80s, 80s metal, 80s thrash metal, ""90s"", 90s, 90s metal, a filk artist, alternative metal, american, american thrash metal, américain, band, bay area, california, classic metal, classic thrash metal, crap, destroyer, douchebag metal, hard rock, ""hardnheavy"", heavy metal, lame, los angeles, metal, metallica, pompous asses, rock, rock and indie, seen live, speed metal, ""stopped being good after 88"", ""stopped being good after 97"", symphonic metal, the unforgiving, thrash, thrash metal, trash, trash metal, usa"
38,2000-02-12,Freakin' It,Will Smith,99,4,"['american', 'boom bap', 'comedy rap', 'contemporary r&b', 'east coast hip hop', 'east coast hip-hop', 'hip hop', 'hip-hop', 'hiphop', 'mainstream rap', 'pop and chart', 'pop rap', 'rap', 'urban', 'us']",Freakin' It,spotify:track:6Kqfv9iCW7B7cdq6uujZqf,0.873,0.833,1.0,-5.511,1.0,0.189,0.198,0.0,0.237,0.927,112.001,239293.0,4.0,21.22895,12.0,1.0,2000,Freakin_It_by_Will_Smith,"american, boom bap, comedy rap, contemporary r&b, east coast hip hop, east coast hip-hop, hip hop, hip-hop, hiphop, mainstream rap, pop and chart, pop rap, rap, urban, us"
39,2000-02-12,Best Friend,Puff Daddy Featuring Mario Winans & Hezekiah Walker & The Love Fe,59,5,['hip hop'],Best Friend,spotify:track:1zEhH5BmSpKi1mRSIfBDOq,0.699,0.7,11,-5.704,1,0.0392,0.0109,0.0794,0.152,0.3,102.023,184880,4,Unknown,Unknown,Unknown,2000,Best_Friend_by_Puff_Daddy_Featuring_Mario_Winans_Hezekiah_Walker_The_Love_Fe,hip hop
40,2000-02-12,Dear Lie,TLC,51,7,"['contemporary r&b', 'crunk', 'hip hop rnb and dance hall', 'new jack swing', 'pop', 'pop rap']",Dear Lie,spotify:track:08vjsE3N31ai3ARwj5uW2i,0.548,0.444,0.0,-8.734,1.0,0.0293,0.0376,0.0,0.179,0.243,173.834,310760.0,4.0,38.79291,14.0,1.0,2000,Dear_Lie_by_TLC,"contemporary r&b, crunk, hip hop rnb and dance hall, new jack swing, pop, pop rap"
41,2000-02-19,American Pie,Madonna,29,9,"['american', 'américain', 'arabic', 'art pop', 'chanteur', 'dance', 'dance-pop', 'downtempo', 'electronic', 'electropop', 'greatest hits', 'jazz', 'multiple ipi', 'pop', 'pop and chart', 'secret', 'singer', 'tell me', 'usa']",American Pie,spotify:track:1vo6TY0FyLRBTXohxvflhJ,0.631,0.734,5.0,-7.48,0.0,0.036,0.348,0.0,0.135,0.591,124.036,273533.0,4.0,41.05767,12.0,1.0,2000,American_Pie_by_Madonna,"american, américain, arabic, art pop, chanteur, dance, dance-pop, downtempo, electronic, electropop, greatest hits, jazz, multiple ipi, pop, pop and chart, secret, singer, tell me, usa"
42,2000-02-19,Feelin' So Good,Jennifer Lopez Featuring Big Pun & Fat Joe,51,17,"['contemporary r&b', 'dance', 'dance-pop', 'electro house', 'electronic', 'latin', 'latin pop', 'pop', 'pop and chart', 'pop rap', 'reggaeton']",Feelin' So Good,spotify:track:1AlvKwk3NBZ8lAt7GC6SiT,0.738,0.84,10.0,-7.995,0.0,0.0606,0.00437,0.00629,0.0807,0.862,107.755,326000.0,4.0,29.72458,14.0,1.0,2000,Feelin_So_Good_by_Jennifer_Lopez_Featuring_Big_Pun_Fat_Joe,"contemporary r&b, dance, dance-pop, electro house, electronic, latin, latin pop, pop, pop and chart, pop rap, reggaeton"
43,2000-02-19,I Learned From The Best,Whitney Houston,27,11,"['adult contemporary', 'contemporary r&b', 'dance-pop', 'death by drowning', 'new jack swing', 'o happy day', 'pop', 'pop soul', 'r&b', 'soul', 'soul and reggae']",I Learned From The Best,spotify:track:3wACjmQo7ZkRNMLfZXndFB,0.609,0.563,5.0,-6.284,0.0,0.0328,0.0109,7.76e-06,0.156,0.306,148.949,259533.0,4.0,41.68325,14.0,1.0,2000,I_Learned_From_The_Best_by_Whitney_Houston,"adult contemporary, contemporary r&b, dance-pop, death by drowning, new jack swing, o happy day, pop, pop soul, r&b, soul, soul and reggae"
44,2000-02-19,Do What You Gotta Do,Garth Brooks,69,6,"['country', 'country pop', 'country rock', 'no fences', 'pop']",Do What You Gotta Do,spotify:track:5PVqGDjrL3AzbgRbqwIieC,0.601,0.485,2,-11.956,1,0.0337,0.298,0.000217,0.297,0.437,132.892,185160,4,Unknown,Unknown,Unknown,2000,Do_What_You_Gotta_Do_by_Garth_Brooks,"country, country pop, country rock, no fences, pop"
45,2000-02-19,I Need A Hot Girl,Hot Boys,65,13,"['hip hop', 'rap', 'southern rap']",I Need A Hot Girl,spotify:track:25CnqAR7fzAQbb2SVoSa0b,0.815,0.797,2.0,-6.304,1.0,0.186,0.0557,0.0,0.641,0.65,96.006,292840.0,4.0,65.70652,10.0,1.0,2000,I_Need_A_Hot_Girl_by_Hot_Boys,"hip hop, rap, southern rap"
46,2000-02-19,Been There,Clint Black With Steve Wariner,44,20,Unknown,Been There,spotify:track:5KPqPP8RLsmAMHu0BN0Pw1,0.637,0.867,2.0,-5.427,1.0,0.0298,0.00575,0.00798,0.0542,0.731,92.826,335200.0,4.0,29.18016,20.0,1.0,2000,Been_There_by_Clint_Black_With_Steve_Wariner,Unknown
47,2000-02-19,Only God Knows Why,Kid Rock,19,20,"['american', 'country', 'country rock', 'hard rock', 'hip hop', 'pop rock', 'rap', 'rap metal', 'rap rock', 'rapper', 'rock', 'singer', 'southern rock']",Only God Knows Why,spotify:track:1rAzW6aco1ZtxLRx4XOagB,0.628,0.749,4.0,-5.18,1.0,0.03,0.0569,0.00204,0.134,0.31,129.2,327667.0,4.0,35.37617,17.0,1.0,2000,Only_God_Knows_Why_by_Kid_Rock,"american, country, country rock, hard rock, hip hop, pop rock, rap, rap metal, rap rock, rapper, rock, singer, southern rock"
48,2000-02-19,I Try,Macy Gray,5,27,"['contemporary r&b', 'neo-soul', 'pop soul', 'r&b', 'reggae', 'soul', 'soul and reggae']",I Try,spotify:track:5TAf4lnZCZTLlZHNZMLFLi,0.593,0.642,2.0,-7.284,1.0,0.0299,0.313,0.000582,0.0804,0.736,76.403,239440.0,4.0,72.41522,9.0,1.0,2000,I_Try_by_Macy_Gray,"contemporary r&b, neo-soul, pop soul, r&b, reggae, soul, soul and reggae"
49,2000-02-19,Another Dumb Blonde,Hoku,27,14,['soul'],Another Dumb Blonde,spotify:track:0RhkktMnJyR08vMnE34epK,0.688,0.94,1.0,-4.759,1.0,0.0843,0.24,0.0,0.08,0.551,123.906,232067.0,4.0,23.28922,12.0,1.0,2000,Another_Dumb_Blonde_by_Hoku,soul
50,2000-02-26,Baby Don't Cry (Keep Ya Head Up II),2Pac + Outlawz,72,7,['hip hop'],Baby Don't Cry (Keep Ya Head Up II),spotify:track:3y5pef5Z472KoYxaSdig9I,0.88,0.757,8.0,-3.825,1.0,0.24,0.189,0.0,0.0932,0.863,94.009,262200.0,4.0,25.79306,9.0,1.0,2000,Baby_Don_t_Cry_Keep_Ya_Head_Up_II_by_2Pac_Outlawz,hip hop
51,2000-02-26,Party Up (Up In Here),DMX,27,22,"['american', 'conscious hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip hop rnb and dance hall', 'hip-hop', 'horrorcore', 'http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117', 'performance name']",Party Up (Up In Here),spotify:track:4XSgaQfGgJ9FDCcvmOe404,0.736,0.834,1.0,-3.052,0.0,0.0969,0.077,0.0,0.407,0.234,100.979,297040.0,4.0,101.73158,8.0,1.0,2000,Party_Up_Up_In_Here_by_DMX,"american, conscious hip hop, east coast hip hop, hardcore hip hop, hip hop, hip hop rnb and dance hall, hip-hop, horrorcore, http://www.allmusic.com/album/flesh-of-my-flesh-blood-of-my-blood-mw0000046117, performance name"
52,2000-02-26,You Sang To Me,Marc Anthony,2,32,"['american', 'ballad', 'latin', 'latin pop', 'pop', 'rock', 'salsa']",You Sang To Me,spotify:track:2dwhMQsFeHr2S787WxqAqW,0.578,0.894,10.0,-5.42,1.0,0.0296,0.0103,2.66e-06,0.216,0.741,165.98,347107.0,4.0,42.66641,16.0,1.0,2000,You_Sang_To_Me_by_Marc_Anthony,"american, ballad, latin, latin pop, pop, rock, salsa"
53,2000-02-26,That's What I'm Looking For,Da Brat,56,18,['hip hop'],That's What I'm Looking For,spotify:track:3hVNySmPHrzsrpwxL3j6vT,0.929,0.728,1.0,-5.524,1.0,0.102,0.344,0.0,0.055,0.961,130.076,221533.0,4.0,46.74564,12.0,1.0,2000,That_s_What_I_m_Looking_For_by_Da_Brat,hip hop
